t	p
481.969	1.4652e-08
483.985	1.4598e-08
486.016	1.4573e-08
488.032	1.464e-08
490.032	1.4759e-08
492.032	1.4704e-08
494.079	1.4589e-08
496.094	1.4701e-08
498.11	1.4666e-08
500.11	1.467e-08
502.11	1.4647e-08
504.141	1.4542e-08
506.141	1.462e-08
508.172	1.4587e-08
510.172	1.4675e-08
512.172	1.4632e-08
514.188	1.4621e-08
516.219	1.4523e-08
518.25	1.4644e-08
520.25	1.4595e-08
522.25	1.463e-08
524.282	1.4718e-08
526.282	1.461e-08
528.282	1.469e-08
530.282	1.4661e-08
532.297	1.4683e-08
534.313	1.4654e-08
536.313	1.4641e-08
538.329	1.4684e-08
540.329	1.4598e-08
542.329	1.4676e-08
544.329	1.4613e-08
546.329	1.4623e-08
548.329	1.4542e-08
550.329	1.4643e-08
552.329	1.4637e-08
554.313	1.4668e-08
556.344	1.4569e-08
558.375	1.4781e-08
560.391	1.4696e-08
562.438	1.462e-08
564.438	1.4687e-08
566.438	1.4719e-08
568.469	1.4532e-08
570.469	1.4608e-08
572.469	1.461e-08
574.469	1.4545e-08
576.469	1.4668e-08
578.5	1.4608e-08
580.5	1.4595e-08
582.5	1.4616e-08
584.516	1.467e-08
586.516	1.471e-08
588.516	1.4656e-08
590.516	1.468e-08
592.516	1.468e-08
594.516	1.4772e-08
596.516	1.4714e-08
598.516	1.4582e-08
600.516	1.4673e-08
602.516	1.4629e-08
604.516	1.4639e-08
606.516	1.4564e-08
608.516	1.4666e-08
610.532	1.4658e-08
612.547	1.4656e-08
614.563	1.466e-08
616.579	1.471e-08
618.61	1.47e-08
620.641	1.452e-08
622.672	1.4703e-08
624.688	1.4634e-08
626.688	1.4644e-08
628.688	1.4699e-08
630.719	1.4749e-08
632.735	1.4581e-08
634.735	1.4581e-08
636.766	1.4617e-08
638.766	1.459e-08
640.766	1.463e-08
642.766	1.4684e-08
644.797	1.4693e-08
646.797	1.4679e-08
648.797	1.4621e-08
650.829	1.471e-08
652.844	1.4701e-08
654.844	1.476e-08
656.844	1.4687e-08
658.86	1.4628e-08
660.86	1.4585e-08
662.891	1.4686e-08
664.907	1.4566e-08
666.907	1.4599e-08
668.922	1.4622e-08
670.922	1.4597e-08
672.922	1.4602e-08
674.922	1.4686e-08
676.922	1.4589e-08
678.938	1.4579e-08
680.954	1.4658e-08
682.938	1.4601e-08
684.938	1.4629e-08
686.985	1.4513e-08
688.985	1.4598e-08
691	1.4605e-08
693	1.4687e-08
695.032	1.4663e-08
697.032	1.4718e-08
699.032	1.4529e-08
701.032	1.4587e-08
703.032	1.4539e-08
705.032	1.4636e-08
707.047	1.4647e-08
709.063	1.4633e-08
711.063	1.4729e-08
713.063	1.4606e-08
715.079	1.467e-08
717.094	1.4594e-08
719.11	1.4641e-08
721.11	1.4593e-08
723.094	1.4647e-08
725.11	1.4597e-08
727.11	1.4662e-08
729.11	1.4705e-08
731.079	1.4674e-08
733.11	1.4617e-08
735.11	1.4715e-08
737.11	1.4676e-08
739.094	1.4587e-08
741.11	1.4596e-08
743.11	1.4588e-08
745.11	1.4609e-08
747.141	1.462e-08
749.141	1.4688e-08
751.157	1.4591e-08
753.172	1.4593e-08
755.188	1.4512e-08
757.188	1.4697e-08
759.188	1.4544e-08
761.188	1.4664e-08
763.172	1.4638e-08
765.188	1.46e-08
767.188	1.4579e-08
769.188	1.4605e-08
771.188	1.4595e-08
773.204	1.4608e-08
775.219	1.4646e-08
777.235	1.4679e-08
779.25	1.4717e-08
781.266	1.467e-08
783.266	1.4723e-08
785.266	1.47e-08
787.266	1.4516e-08
789.266	1.4513e-08
791.266	1.4761e-08
793.266	1.4655e-08
795.266	1.4629e-08
797.266	1.4561e-08
799.266	1.4691e-08
801.266	1.466e-08
803.297	1.4601e-08
805.297	1.4612e-08
807.282	1.457e-08
809.297	1.4556e-08
811.329	1.4552e-08
813.329	1.4639e-08
815.344	1.4631e-08
817.344	1.4609e-08
819.344	1.4596e-08
821.36	1.4658e-08
823.375	1.4633e-08
825.375	1.4532e-08
827.391	1.4611e-08
829.407	1.4625e-08
831.422	1.4612e-08
833.438	1.464e-08
835.407	1.4681e-08
837.454	1.4669e-08
839.454	1.4668e-08
841.454	1.466e-08
843.469	1.4703e-08
845.485	1.465e-08
847.516	1.4654e-08
849.532	1.4562e-08
851.563	1.4713e-08
853.547	1.4544e-08
855.563	1.4584e-08
857.563	1.4719e-08
859.594	1.4587e-08
861.594	1.4633e-08
863.61	1.4614e-08
865.61	1.4718e-08
867.625	1.4662e-08
869.641	1.4618e-08
871.641	1.4598e-08
873.672	1.4648e-08
875.672	1.4588e-08
877.672	1.4702e-08
879.672	1.462e-08
881.688	1.4674e-08
883.719	1.464e-08
885.719	1.4647e-08
887.766	1.4689e-08
889.782	1.4682e-08
891.782	1.4669e-08
893.782	1.4642e-08
895.813	1.4627e-08
897.829	1.472e-08
899.86	1.4633e-08
901.844	1.4697e-08
903.86	1.4681e-08
905.86	1.4669e-08
907.86	1.4577e-08
909.86	1.4577e-08
911.86	1.4772e-08
913.86	1.4677e-08
915.86	1.4714e-08
917.86	1.4694e-08
919.875	1.4649e-08
921.891	1.4695e-08
923.891	1.4645e-08
925.907	1.4773e-08
927.907	1.4572e-08
929.938	1.466e-08
931.938	1.4619e-08
933.954	1.4618e-08
935.985	1.4656e-08
938	1.4727e-08
940	1.4682e-08
942	1.4654e-08
944.032	1.459e-08
946.032	1.4628e-08
948.032	1.4654e-08
950.047	1.4632e-08
952.047	1.4689e-08
954.063	1.4601e-08
956.079	1.4703e-08
958.11	1.4559e-08
960.11	1.4691e-08
962.11	1.4465e-08
964.11	1.4632e-08
966.141	1.4687e-08
968.157	1.4678e-08
970.157	1.4704e-08
972.188	1.465e-08
974.188	1.4618e-08
976.172	1.4729e-08
978.188	1.4614e-08
980.204	1.463e-08
982.219	1.471e-08
984.235	1.4594e-08
986.266	1.4655e-08
988.266	1.4663e-08
990.266	1.4584e-08
992.266	1.4638e-08
994.282	1.4611e-08
996.297	1.4622e-08
998.329	1.4793e-08
1000.34	1.4656e-08
1002.38	1.4637e-08
1004.42	1.4668e-08
1006.42	1.4636e-08
1008.42	1.462e-08
1010.44	1.4705e-08
1012.44	1.4674e-08
1014.45	1.4599e-08
1016.47	1.4585e-08
1018.49	1.4642e-08
1020.49	1.471e-08
1022.49	1.4713e-08
1024.48	1.4546e-08
1026.48	1.4734e-08
1028.48	1.4709e-08
1030.48	1.4558e-08
1032.48	1.4606e-08
1034.5	1.461e-08
1036.53	1.4712e-08
1038.55	1.4569e-08
1040.55	1.4593e-08
1042.56	1.4627e-08
1044.58	1.4712e-08
1046.58	1.4684e-08
1048.59	1.468e-08
1050.59	1.4692e-08
1052.59	1.4685e-08
1054.59	1.4717e-08
1056.59	1.4696e-08
1058.61	1.473e-08
1060.62	1.4683e-08
1062.62	1.4622e-08
1064.64	1.4632e-08
1066.66	1.4604e-08
1068.67	1.4645e-08
1070.67	1.4722e-08
1072.67	1.4736e-08
1074.67	1.4722e-08
1076.67	1.4655e-08
1078.69	1.467e-08
1080.7	1.4671e-08
1082.72	1.4728e-08
1084.73	1.4683e-08
1086.77	1.4714e-08
1088.78	1.4677e-08
1090.78	1.4696e-08
1092.78	1.4589e-08
1094.78	1.4773e-08
1096.77	1.4706e-08
1098.8	1.4682e-08
1100.81	1.4769e-08
1102.83	1.4752e-08
1104.84	1.4701e-08
1106.86	1.4661e-08
1108.86	1.4655e-08
1110.84	1.4745e-08
1112.86	1.4717e-08
1114.89	1.4748e-08
1116.92	1.4742e-08
1118.92	1.4606e-08
1120.94	1.4819e-08
1122.95	1.4661e-08
1124.97	1.4737e-08
1126.95	1.47e-08
1128.97	1.4759e-08
1131	1.4743e-08
1133	1.4752e-08
1135.02	1.4759e-08
1137.03	1.4638e-08
1139.05	1.4606e-08
1141.08	1.4692e-08
1143.08	1.4712e-08
1145.06	1.4709e-08
1147.08	1.4796e-08
1149.11	1.4717e-08
1151.11	1.4698e-08
1153.11	1.4619e-08
1155.12	1.4663e-08
1157.12	1.4684e-08
1159.14	1.4687e-08
1161.14	1.4685e-08
1163.14	1.4696e-08
1165.16	1.4751e-08
1167.16	1.466e-08
1169.16	1.4692e-08
1171.16	1.4574e-08
1173.12	1.4616e-08
1175.16	1.4615e-08
1177.14	1.4718e-08
1179.16	1.4543e-08
1181.16	1.4561e-08
1183.16	1.4513e-08
1185.14	1.4523e-08
1187.16	1.4492e-08
1189.19	1.4553e-08
1191.19	1.4526e-08
1193.17	1.4523e-08
1195.19	1.4475e-08
1197.2	1.4479e-08
1199.22	1.4419e-08
1201.23	1.4336e-08
1203.23	1.4418e-08
1205.22	1.4454e-08
1207.23	1.4364e-08
1209.23	1.4382e-08
1211.23	1.4316e-08
1213.23	1.4348e-08
1215.25	1.436e-08
1217.27	1.4333e-08
1219.25	1.4338e-08
1221.27	1.4241e-08
1223.3	1.4344e-08
1225.3	1.4305e-08
1227.31	1.418e-08
1229.31	1.4145e-08
1231.31	1.4211e-08
1233.31	1.4201e-08
1235.31	1.4121e-08
1237.31	1.4085e-08
1239.31	1.4143e-08
1241.34	1.4135e-08
1243.34	1.4122e-08
1245.36	1.4062e-08
1247.39	1.4008e-08
1249.39	1.3932e-08
1251.41	1.4017e-08
1253.41	1.4038e-08
1255.42	1.4016e-08
1257.42	1.406e-08
1259.42	1.3941e-08
1261.42	1.386e-08
1263.42	1.3853e-08
1265.45	1.3828e-08
1267.45	1.3936e-08
1269.45	1.381e-08
1271.45	1.384e-08
1273.47	1.3893e-08
1275.48	1.3807e-08
1277.48	1.3742e-08
1279.5	1.3731e-08
1281.5	1.3755e-08
1283.5	1.3737e-08
1285.5	1.3644e-08
1287.5	1.3688e-08
1289.53	1.3706e-08
1291.55	1.3658e-08
1293.56	1.362e-08
1295.61	1.3651e-08
1297.61	1.3616e-08
1299.61	1.357e-08
1301.61	1.3592e-08
1303.61	1.3619e-08
1305.61	1.3579e-08
1307.61	1.3558e-08
1309.62	1.3477e-08
1311.62	1.355e-08
1313.67	1.3467e-08
1315.67	1.3372e-08
1317.69	1.3376e-08
1319.69	1.3347e-08
1321.69	1.3322e-08
1323.69	1.3347e-08
1325.69	1.3372e-08
1327.69	1.3338e-08
1329.69	1.3303e-08
1331.69	1.329e-08
1333.69	1.3244e-08
1335.69	1.3241e-08
1337.7	1.3223e-08
1339.72	1.3276e-08
1341.75	1.3226e-08
1343.75	1.3179e-08
1345.78	1.3132e-08
1347.8	1.314e-08
1349.8	1.3008e-08
1351.8	1.3078e-08
1353.81	1.3132e-08
1355.83	1.3121e-08
1357.83	1.2989e-08
1359.83	1.3106e-08
1361.83	1.2946e-08
1363.84	1.2978e-08
1365.86	1.2906e-08
1367.88	1.3028e-08
1369.88	1.3001e-08
1371.88	1.2897e-08
1373.86	1.2872e-08
1375.91	1.2904e-08
1377.91	1.2859e-08
1379.92	1.2885e-08
1381.94	1.2713e-08
1383.95	1.282e-08
1385.94	1.2744e-08
1387.95	1.2773e-08
1389.98	1.2807e-08
1392.02	1.2726e-08
1394.05	1.2693e-08
1396.06	1.2739e-08
1398.09	1.2711e-08
1400.12	1.2638e-08
1402.16	1.268e-08
1404.17	1.2625e-08
1406.2	1.2531e-08
1408.2	1.2578e-08
1410.2	1.2513e-08
1412.19	1.2488e-08
1414.2	1.2525e-08
1416.2	1.2464e-08
1418.2	1.2517e-08
1420.22	1.2483e-08
1422.23	1.2457e-08
1424.23	1.2399e-08
1426.25	1.2444e-08
1428.3	1.2379e-08
1430.31	1.2435e-08
1432.3	1.2311e-08
1434.33	1.2327e-08
1436.34	1.2331e-08
1438.36	1.2255e-08
1440.39	1.2216e-08
1442.39	1.2208e-08
1444.42	1.2284e-08
1446.42	1.2215e-08
1448.42	1.2208e-08
1450.45	1.2194e-08
1452.47	1.2094e-08
1454.5	1.2084e-08
1456.5	1.2096e-08
1458.5	1.2141e-08
1460.5	1.2109e-08
1462.47	1.2074e-08
1464.5	1.1979e-08
1466.5	1.2032e-08
1468.53	1.2049e-08
1470.53	1.2011e-08
1472.52	1.1924e-08
1474.53	1.1941e-08
1476.56	1.1918e-08
1478.56	1.1963e-08
1480.58	1.1838e-08
1482.58	1.1882e-08
1484.58	1.1831e-08
1486.58	1.1827e-08
1488.58	1.1814e-08
1490.58	1.1889e-08
1492.58	1.1726e-08
1494.58	1.1854e-08
1496.56	1.1827e-08
1498.58	1.1742e-08
1500.58	1.1781e-08
1502.58	1.1724e-08
1504.58	1.1708e-08
1506.59	1.1641e-08
1508.61	1.166e-08
1510.61	1.1576e-08
1512.61	1.1637e-08
1514.62	1.1585e-08
1516.64	1.162e-08
1518.66	1.1471e-08
1520.67	1.1522e-08
1522.69	1.1575e-08
1524.72	1.1482e-08
1526.72	1.1625e-08
1528.73	1.1494e-08
1530.73	1.1397e-08
1532.77	1.1421e-08
1534.78	1.138e-08
1536.78	1.1379e-08
1538.78	1.1378e-08
1540.78	1.1381e-08
1542.8	1.1219e-08
1544.8	1.136e-08
1546.8	1.1326e-08
1548.8	1.1301e-08
1550.83	1.1284e-08
1552.83	1.1276e-08
1554.84	1.1288e-08
1556.84	1.1312e-08
1558.88	1.128e-08
1560.88	1.1144e-08
1562.91	1.1258e-08
1564.91	1.118e-08
1566.89	1.1151e-08
1568.91	1.1088e-08
1570.91	1.1164e-08
1572.88	1.1054e-08
1574.91	1.1072e-08
1576.92	1.0987e-08
1578.92	1.1006e-08
1580.94	1.0972e-08
1582.95	1.0962e-08
1584.97	1.1005e-08
1586.95	1.0954e-08
1588.98	1.087e-08
1590.98	1.091e-08
1592.98	1.0836e-08
1595	1.0901e-08
1597.02	1.0955e-08
1599.02	1.0809e-08
1601.03	1.0812e-08
1603.03	1.0753e-08
1605.06	1.0726e-08
1607.06	1.0757e-08
1609.06	1.0756e-08
1611.05	1.066e-08
1613.06	1.0636e-08
1615.06	1.0736e-08
1617.06	1.0706e-08
1619.05	1.062e-08
1621.06	1.057e-08
1623.06	1.0603e-08
1625.06	1.0575e-08
1627.09	1.0565e-08
1629.09	1.0509e-08
1631.12	1.0643e-08
1633.12	1.0574e-08
1635.12	1.0562e-08
1637.12	1.0462e-08
1639.14	1.0449e-08
1641.14	1.0472e-08
1643.14	1.0364e-08
1645.14	1.0405e-08
1647.14	1.0421e-08
1649.16	1.0355e-08
1651.17	1.0441e-08
1653.2	1.0297e-08
1655.2	1.0354e-08
1657.27	1.0294e-08
1659.28	1.0326e-08
1661.3	1.0236e-08
1663.31	1.0269e-08
1665.33	1.0262e-08
1667.34	1.0309e-08
1669.36	1.0281e-08
1671.38	1.021e-08
1673.39	1.0196e-08
1675.39	1.0102e-08
1677.41	1.0176e-08
1679.42	1.005e-08
1681.42	1.0104e-08
1683.45	1.0013e-08
1685.47	1.0167e-08
1687.45	9.9826e-09
1689.47	1.0088e-08
1691.47	1.0071e-08
1693.48	9.9687e-09
1695.52	1.0048e-08
1697.55	1.0018e-08
1699.55	9.9852e-09
1701.55	9.9275e-09
1703.55	9.9629e-09
1705.55	9.9426e-09
1707.55	9.9222e-09
1709.58	9.7995e-09
1711.59	9.9187e-09
1713.62	9.8313e-09
1715.64	9.8087e-09
1717.66	9.895e-09
1719.69	9.8201e-09
1721.72	9.7519e-09
1723.73	9.8372e-09
1725.77	9.8484e-09
1727.77	9.7282e-09
1729.77	9.6793e-09
1731.75	9.6914e-09
1733.77	9.758e-09
1735.75	9.6189e-09
1737.75	9.6793e-09
1739.77	9.6287e-09
1741.77	9.6592e-09
1743.77	9.6026e-09
1745.8	9.6224e-09
1747.8	9.5925e-09
1749.8	9.5655e-09
1751.81	9.5138e-09
1753.83	9.5577e-09
1755.83	9.521e-09
1757.84	9.5036e-09
1759.86	9.3871e-09
1761.88	9.4107e-09
1763.91	9.4769e-09
1765.94	9.4621e-09
1767.94	9.4102e-09
1769.95	9.3664e-09
1771.95	9.3865e-09
1773.95	9.3985e-09
1775.95	9.4195e-09
1777.95	9.3287e-09
1779.95	9.3088e-09
1781.95	9.3222e-09
1783.95	9.2865e-09
1785.95	9.2593e-09
1787.98	9.2412e-09
1789.98	9.2099e-09
1791.97	9.155e-09
1794	9.239e-09
1796.03	9.1312e-09
1798.03	9.1372e-09
1800.03	9.1169e-09
1802.03	9.1384e-09
1804.06	9.1485e-09
1806.09	9.1053e-09
1808.12	9.0788e-09
1810.14	9.0386e-09
1812.14	9.0448e-09
1814.14	8.9963e-09
1816.11	8.987e-09
1818.14	9.0176e-09
1820.14	9.0304e-09
1822.14	9.0289e-09
1824.16	8.9737e-09
1826.19	8.9253e-09
1828.2	8.9162e-09
1830.2	8.936e-09
1832.23	8.9245e-09
1834.27	8.8015e-09
1836.28	8.8537e-09
1838.28	8.862e-09
1840.3	8.7973e-09
1842.31	8.8354e-09
1844.33	8.7445e-09
1846.34	8.6612e-09
1848.34	8.7431e-09
1850.36	8.8083e-09
1852.36	8.6907e-09
1854.36	8.6671e-09
1856.36	8.7137e-09
1858.36	8.6957e-09
1860.36	8.7236e-09
1862.38	8.6553e-09
1864.39	8.6813e-09
1866.39	8.579e-09
1868.41	8.6482e-09
1870.42	8.5715e-09
1872.44	8.5434e-09
1874.44	8.6127e-09
1876.47	8.5068e-09
1878.47	8.5354e-09
1880.47	8.446e-09
1882.48	8.4592e-09
1884.5	8.4495e-09
1886.52	8.4379e-09
1888.53	8.5358e-09
1890.52	8.4505e-09
1892.56	8.471e-09
1894.58	8.3793e-09
1896.58	8.4302e-09
1898.58	8.3781e-09
1900.59	8.3936e-09
1902.61	8.4214e-09
1904.61	8.3479e-09
1906.62	8.3332e-09
1908.62	8.3175e-09
1910.62	8.2475e-09
1912.62	8.2541e-09
1914.66	8.2607e-09
1916.66	8.2647e-09
1918.66	8.2555e-09
1920.66	8.2739e-09
1922.66	8.2053e-09
1924.66	8.1973e-09
1926.67	8.1574e-09
1928.69	8.1775e-09
1930.7	8.2351e-09
1932.72	8.2088e-09
1934.73	8.1656e-09
1936.73	8.0849e-09
1938.73	8.114e-09
1940.77	8.0643e-09
1942.75	8.0745e-09
1944.78	8.0875e-09
1946.8	8.0696e-09
1948.81	8.0797e-09
1950.84	8.0741e-09
1952.84	8.0339e-09
1954.84	7.9251e-09
1956.84	8.053e-09
1958.86	7.9661e-09
1960.88	7.9925e-09
1962.89	7.9751e-09
1964.91	7.9709e-09
1966.92	7.9373e-09
1968.92	7.9791e-09
1970.92	7.9186e-09
1972.92	7.8096e-09
1974.92	7.8227e-09
1976.92	7.8685e-09
1978.95	7.8242e-09
1980.95	7.7731e-09
1982.95	7.8047e-09
1984.97	7.8133e-09
1987	7.8374e-09
1989.02	7.6659e-09
1991.03	7.7805e-09
1993.03	7.702e-09
1995.03	7.688e-09
1997.03	7.6589e-09
1999.06	7.644e-09
2001.06	7.6877e-09
2003.06	7.6699e-09
2005.08	7.6018e-09
2007.09	7.7051e-09
2009.11	7.6584e-09
2011.11	7.5934e-09
2013.11	7.5738e-09
2015.11	7.5634e-09
2017.11	7.6272e-09
2019.11	7.5141e-09
2021.08	7.533e-09
2023.11	7.6118e-09
2025.11	7.5326e-09
2027.11	7.5205e-09
2029.14	7.4965e-09
2031.14	7.4553e-09
2033.14	7.4733e-09
2035.12	7.4197e-09
2037.16	7.3515e-09
2039.17	7.4678e-09
2041.19	7.3677e-09
2043.19	7.4138e-09
2045.19	7.3326e-09
2047.19	7.39e-09
2049.19	7.3755e-09
2051.22	7.2957e-09
2053.22	7.3274e-09
2055.22	7.3293e-09
2057.24	7.3192e-09
2059.25	7.2748e-09
2061.25	7.1891e-09
2063.28	7.2292e-09
2065.28	7.2611e-09
2067.31	7.1828e-09
2069.33	7.2345e-09
2071.33	7.1827e-09
2073.33	7.1964e-09
2075.34	7.1833e-09
2077.38	7.1065e-09
2079.41	7.1107e-09
2081.41	7.1155e-09
2083.39	7.1259e-09
2085.42	7.1255e-09
2087.44	7.1173e-09
2089.47	7.0815e-09
2091.49	7.0394e-09
2093.52	7.0923e-09
2095.52	7.0552e-09
2097.52	7.03e-09
2099.52	7.1003e-09
2101.52	6.949e-09
2103.52	6.9889e-09
2105.53	6.9939e-09
2107.55	6.9983e-09
2109.55	6.9418e-09
2111.55	6.9333e-09
2113.56	6.9705e-09
2115.58	6.8853e-09
2117.59	6.8865e-09
2119.61	6.9455e-09
2121.62	6.8707e-09
2123.62	6.89e-09
2125.62	6.8613e-09
2127.64	6.8608e-09
2129.67	6.8726e-09
2131.69	6.8392e-09
2133.7	6.8661e-09
2135.7	6.8657e-09
2137.74	6.8555e-09
2139.74	6.8554e-09
2141.74	6.8551e-09
2143.74	6.7783e-09
2145.75	6.8344e-09
2147.77	6.7179e-09
2149.78	6.6753e-09
2151.78	6.7324e-09
2153.78	6.6578e-09
2155.78	6.7132e-09
2157.78	6.6763e-09
2159.8	6.7223e-09
2161.81	6.6372e-09
2163.81	6.6691e-09
2165.83	6.6859e-09
2167.83	6.6508e-09
2169.86	6.64e-09
2171.88	6.633e-09
2173.86	6.6046e-09
2175.89	6.5523e-09
2177.89	6.5182e-09
2179.89	6.5771e-09
2181.89	6.6248e-09
2183.89	6.518e-09
2185.89	6.5232e-09
2187.89	6.5085e-09
2189.92	6.4913e-09
2191.94	6.4185e-09
2193.95	6.4901e-09
2195.95	6.4442e-09
2197.97	6.4595e-09
2199.97	6.4126e-09
2201.97	6.4442e-09
2203.97	6.3703e-09
2205.95	6.3584e-09
2207.97	6.4293e-09
2210	6.3811e-09
2212.03	6.4026e-09
2214.03	6.4047e-09
2216.03	6.3202e-09
2218.05	6.2908e-09
2220.05	6.2874e-09
2222.08	6.2944e-09
2224.11	6.3412e-09
2226.14	6.3149e-09
2228.16	6.2972e-09
2230.19	6.2323e-09
2232.17	6.2926e-09
2234.19	6.2795e-09
2236.19	6.2767e-09
2238.19	6.2806e-09
2240.19	6.189e-09
2242.19	6.2668e-09
2244.22	6.197e-09
2246.22	6.1714e-09
2248.22	6.2399e-09
2250.22	6.1743e-09
2252.22	6.1784e-09
2254.22	6.218e-09
2256.24	6.1496e-09
2258.27	6.1163e-09
2260.28	6.1172e-09
