t	p
235.125	1.4156e-08
237.14	1.4147e-08
239.14	1.4138e-08
241.187	1.3979e-08
243.187	1.4149e-08
245.187	1.4065e-08
247.219	1.4009e-08
249.234	1.3951e-08
251.25	1.4037e-08
253.265	1.4024e-08
255.265	1.4008e-08
257.297	1.4056e-08
259.312	1.3979e-08
261.328	1.4085e-08
263.328	1.3939e-08
265.344	1.3985e-08
267.359	1.3938e-08
269.359	1.3938e-08
271.359	1.3996e-08
273.359	1.3938e-08
275.375	1.4014e-08
277.375	1.3948e-08
279.375	1.3923e-08
281.406	1.3907e-08
283.437	1.3909e-08
285.469	1.3796e-08
287.5	1.3859e-08
289.5	1.3899e-08
291.5	1.3864e-08
293.515	1.3803e-08
295.547	1.3962e-08
297.547	1.39e-08
299.578	1.3799e-08
301.578	1.3855e-08
303.594	1.376e-08
305.594	1.3799e-08
307.594	1.3841e-08
309.594	1.3753e-08
311.594	1.364e-08
313.594	1.3713e-08
315.594	1.3785e-08
317.594	1.3707e-08
319.594	1.3755e-08
321.594	1.3706e-08
323.594	1.3875e-08
325.594	1.3726e-08
327.609	1.3634e-08
329.625	1.3711e-08
331.64	1.3606e-08
333.656	1.3652e-08
335.672	1.3602e-08
337.672	1.3734e-08
339.672	1.3675e-08
341.672	1.3684e-08
343.672	1.3553e-08
345.672	1.3642e-08
347.672	1.3684e-08
349.703	1.3616e-08
351.703	1.3582e-08
353.703	1.3592e-08
355.703	1.3618e-08
357.734	1.3551e-08
359.734	1.3618e-08
361.75	1.3666e-08
363.75	1.365e-08
365.75	1.3526e-08
367.75	1.3553e-08
369.75	1.3562e-08
371.75	1.3651e-08
373.734	1.3527e-08
375.75	1.3542e-08
377.75	1.3503e-08
379.75	1.3478e-08
381.75	1.3462e-08
383.781	1.3522e-08
385.781	1.3439e-08
387.781	1.3485e-08
389.797	1.3457e-08
391.828	1.3527e-08
393.828	1.3429e-08
395.828	1.3451e-08
397.828	1.3357e-08
399.844	1.3425e-08
401.875	1.338e-08
403.89	1.343e-08
405.89	1.3416e-08
407.89	1.3443e-08
409.89	1.3456e-08
411.906	1.338e-08
413.906	1.339e-08
415.937	1.3288e-08
417.937	1.3387e-08
419.937	1.336e-08
421.922	1.3424e-08
423.937	1.3367e-08
425.937	1.3408e-08
427.937	1.3383e-08
429.969	1.3364e-08
431.984	1.3382e-08
434.015	1.3366e-08
436.015	1.3362e-08
438.015	1.3352e-08
440.015	1.3368e-08
442.047	1.3362e-08
444.078	1.3303e-08
446.094	1.3228e-08
448.125	1.3361e-08
450.125	1.3408e-08
452.125	1.3351e-08
454.109	1.3357e-08
456.125	1.3348e-08
458.125	1.3374e-08
460.125	1.329e-08
462.109	1.3478e-08
464.125	1.3305e-08
466.125	1.3343e-08
468.125	1.3321e-08
470.156	1.3283e-08
472.156	1.3231e-08
474.172	1.331e-08
476.203	1.3264e-08
478.203	1.3301e-08
480.203	1.3219e-08
482.203	1.3279e-08
484.234	1.3301e-08
486.265	1.333e-08
488.297	1.3432e-08
490.312	1.3343e-08
492.312	1.3372e-08
494.312	1.3302e-08
496.312	1.3231e-08
498.328	1.331e-08
500.359	1.3314e-08
502.375	1.3297e-08
504.375	1.327e-08
506.39	1.3344e-08
508.406	1.3239e-08
510.422	1.3235e-08
512.422	1.3338e-08
514.422	1.3211e-08
516.453	1.3244e-08
518.422	1.3344e-08
520.453	1.3197e-08
522.484	1.3326e-08
524.484	1.3305e-08
526.5	1.3217e-08
528.515	1.3342e-08
530.5	1.328e-08
532.531	1.3366e-08
534.547	1.3308e-08
536.562	1.3243e-08
538.578	1.3227e-08
540.594	1.3276e-08
542.594	1.3184e-08
544.609	1.3362e-08
546.609	1.3266e-08
548.594	1.3267e-08
550.625	1.3208e-08
552.64	1.3175e-08
554.64	1.3294e-08
556.64	1.325e-08
558.656	1.3319e-08
560.672	1.3307e-08
562.672	1.3279e-08
564.687	1.3189e-08
566.703	1.327e-08
568.719	1.3249e-08
570.719	1.3318e-08
572.719	1.3218e-08
574.687	1.3284e-08
576.719	1.3173e-08
578.734	1.3223e-08
580.75	1.3414e-08
582.781	1.3267e-08
584.797	1.3345e-08
586.828	1.3132e-08
588.828	1.3334e-08
590.828	1.3267e-08
592.828	1.3259e-08
594.828	1.3251e-08
596.797	1.3192e-08
598.828	1.3333e-08
600.859	1.3213e-08
602.859	1.3321e-08
604.89	1.3238e-08
606.89	1.329e-08
608.89	1.3308e-08
610.906	1.3267e-08
612.906	1.3132e-08
614.937	1.3226e-08
616.937	1.3184e-08
618.937	1.3219e-08
620.969	1.3277e-08
622.984	1.3372e-08
625.015	1.3272e-08
627.015	1.3207e-08
629.015	1.322e-08
631	1.3267e-08
633.031	1.3377e-08
635.031	1.331e-08
637.031	1.3283e-08
639.047	1.3213e-08
641.047	1.3243e-08
643.031	1.3235e-08
645.047	1.3261e-08
647.078	1.3276e-08
649.094	1.3217e-08
651.094	1.3176e-08
653.094	1.3176e-08
655.125	1.3209e-08
657.125	1.3265e-08
659.125	1.3219e-08
661.125	1.3168e-08
663.125	1.3298e-08
665.125	1.3272e-08
667.125	1.3285e-08
669.125	1.3304e-08
671.14	1.3202e-08
673.156	1.3255e-08
675.187	1.3191e-08
677.203	1.3246e-08
679.187	1.3214e-08
681.203	1.3257e-08
683.203	1.3157e-08
685.203	1.3191e-08
687.203	1.3273e-08
689.203	1.3176e-08
691.203	1.331e-08
693.203	1.323e-08
695.203	1.3183e-08
697.234	1.3302e-08
699.234	1.3296e-08
701.25	1.3294e-08
703.281	1.3225e-08
705.281	1.3316e-08
707.297	1.3268e-08
709.312	1.3239e-08
711.328	1.3272e-08
713.344	1.3252e-08
715.359	1.3234e-08
717.344	1.3189e-08
719.406	1.3299e-08
721.422	1.3167e-08
723.453	1.3298e-08
725.484	1.3275e-08
727.484	1.3161e-08
729.5	1.3269e-08
731.5	1.331e-08
733.5	1.3296e-08
735.5	1.3196e-08
737.5	1.3342e-08
739.5	1.3317e-08
741.5	1.3236e-08
743.5	1.3268e-08
745.5	1.3283e-08
747.5	1.3317e-08
749.5	1.3162e-08
751.484	1.3235e-08
753.5	1.3184e-08
755.531	1.3255e-08
757.531	1.3185e-08
759.515	1.3272e-08
761.531	1.3218e-08
763.562	1.3214e-08
765.562	1.3196e-08
767.578	1.3345e-08
769.578	1.3311e-08
771.578	1.329e-08
773.562	1.3169e-08
775.578	1.3162e-08
777.609	1.3291e-08
779.609	1.3233e-08
781.609	1.3212e-08
783.625	1.3249e-08
785.64	1.3295e-08
787.64	1.3277e-08
789.672	1.3301e-08
791.672	1.3325e-08
793.703	1.3185e-08
795.719	1.3232e-08
797.719	1.3242e-08
799.719	1.3258e-08
801.75	1.3202e-08
803.75	1.3295e-08
805.75	1.3242e-08
807.765	1.3156e-08
809.765	1.3178e-08
811.765	1.3251e-08
813.781	1.3251e-08
815.797	1.323e-08
817.797	1.3232e-08
819.797	1.3226e-08
821.797	1.3247e-08
823.797	1.3229e-08
825.812	1.3241e-08
827.828	1.3248e-08
829.812	1.3248e-08
831.844	1.3311e-08
833.859	1.3326e-08
835.859	1.3234e-08
837.875	1.3351e-08
839.875	1.3235e-08
841.906	1.3237e-08
843.906	1.3252e-08
845.906	1.3343e-08
847.89	1.3253e-08
849.906	1.3217e-08
851.937	1.3269e-08
853.937	1.3353e-08
855.937	1.3306e-08
857.953	1.3283e-08
859.953	1.3285e-08
861.953	1.3215e-08
863.953	1.3283e-08
865.937	1.3301e-08
867.953	1.3253e-08
869.953	1.3255e-08
871.953	1.326e-08
873.953	1.3285e-08
875.969	1.3279e-08
877.984	1.3232e-08
880.015	1.3242e-08
882.031	1.3212e-08
884.031	1.3246e-08
886.015	1.3208e-08
888.031	1.3276e-08
890.031	1.3244e-08
892.031	1.3227e-08
894.031	1.3259e-08
896.062	1.3292e-08
898.062	1.3169e-08
900.047	1.3247e-08
902.078	1.3275e-08
904.094	1.328e-08
906.109	1.3269e-08
908.094	1.3274e-08
910.125	1.3269e-08
912.156	1.3272e-08
914.172	1.3327e-08
916.172	1.3369e-08
918.172	1.3247e-08
920.203	1.3286e-08
922.203	1.3305e-08
924.203	1.3302e-08
926.219	1.3227e-08
928.219	1.3363e-08
930.219	1.3237e-08
932.203	1.3316e-08
934.219	1.3269e-08
936.219	1.329e-08
938.219	1.3275e-08
940.219	1.3361e-08
942.219	1.3259e-08
944.219	1.3341e-08
946.219	1.3248e-08
948.203	1.3332e-08
950.234	1.3292e-08
952.25	1.3276e-08
954.25	1.3316e-08
956.25	1.3263e-08
958.281	1.3253e-08
960.297	1.3252e-08
962.297	1.3279e-08
964.297	1.3265e-08
966.297	1.3328e-08
968.297	1.3447e-08
970.297	1.3226e-08
972.297	1.3313e-08
974.297	1.3276e-08
976.297	1.3157e-08
978.297	1.3345e-08
980.297	1.3238e-08
982.297	1.3318e-08
984.312	1.3144e-08
986.328	1.3219e-08
988.344	1.3262e-08
990.375	1.3168e-08
992.406	1.3196e-08
994.437	1.3144e-08
996.469	1.321e-08
998.484	1.3288e-08
1000.51	1.3215e-08
1002.51	1.3125e-08
1004.51	1.3135e-08
1006.51	1.3113e-08
1008.51	1.3152e-08
1010.55	1.3184e-08
1012.55	1.3e-08
1014.55	1.3076e-08
1016.56	1.3118e-08
1018.58	1.3068e-08
1020.59	1.313e-08
1022.59	1.3064e-08
1024.59	1.3093e-08
1026.59	1.2985e-08
1028.59	1.2999e-08
1030.59	1.3028e-08
1032.59	1.2995e-08
1034.59	1.2919e-08
1036.61	1.3003e-08
1038.62	1.2898e-08
1040.64	1.2947e-08
1042.67	1.2851e-08
1044.7	1.2923e-08
1046.7	1.2887e-08
1048.7	1.2882e-08
1050.72	1.2838e-08
1052.73	1.2818e-08
1054.73	1.2859e-08
1056.75	1.2783e-08
1058.78	1.2783e-08
1060.78	1.2768e-08
1062.78	1.2749e-08
1064.78	1.2732e-08
1066.77	1.2666e-08
1068.78	1.2712e-08
1070.78	1.2762e-08
1072.78	1.266e-08
1074.78	1.2607e-08
1076.78	1.2692e-08
1078.78	1.2671e-08
1080.8	1.2658e-08
1082.78	1.25e-08
1084.83	1.263e-08
1086.84	1.2548e-08
1088.84	1.2478e-08
1090.86	1.246e-08
1092.86	1.2536e-08
1094.86	1.2532e-08
1096.89	1.2441e-08
1098.89	1.2474e-08
1100.89	1.2499e-08
1102.91	1.242e-08
1104.92	1.2389e-08
1106.95	1.2347e-08
1108.95	1.234e-08
1110.95	1.2276e-08
1112.94	1.2365e-08
1114.97	1.2365e-08
1117	1.2327e-08
1119	1.2305e-08
1121	1.2293e-08
1123	1.2166e-08
1125	1.2249e-08
1127	1.2211e-08
1129	1.2229e-08
1131.03	1.2197e-08
1133.03	1.2194e-08
1135.05	1.2219e-08
1137.05	1.2157e-08
1139.05	1.2161e-08
1141.05	1.208e-08
1143.05	1.2209e-08
1145.05	1.2114e-08
1147.05	1.2187e-08
1149.08	1.2106e-08
1151.08	1.2058e-08
1153.08	1.1997e-08
1155.08	1.2067e-08
1157.08	1.2056e-08
1159.09	1.1962e-08
1161.11	1.1959e-08
1163.12	1.2e-08
1165.16	1.1962e-08
1167.14	1.1939e-08
1169.16	1.1903e-08
1171.16	1.1864e-08
1173.16	1.1841e-08
1175.14	1.1897e-08
1177.16	1.1794e-08
1179.19	1.1876e-08
1181.19	1.1836e-08
1183.19	1.1748e-08
1185.19	1.1837e-08
1187.2	1.1742e-08
1189.23	1.1724e-08
1191.25	1.1711e-08
1193.27	1.1738e-08
1195.27	1.1719e-08
1197.28	1.1642e-08
1199.3	1.1784e-08
1201.3	1.1534e-08
1203.3	1.1572e-08
1205.31	1.1618e-08
1207.33	1.1587e-08
1209.34	1.1558e-08
1211.38	1.1592e-08
1213.38	1.1555e-08
1215.38	1.1374e-08
1217.38	1.1408e-08
1219.38	1.1455e-08
1221.38	1.1539e-08
1223.39	1.1461e-08
1225.39	1.1384e-08
1227.41	1.1433e-08
1229.44	1.1402e-08
1231.47	1.135e-08
1233.48	1.1319e-08
1235.48	1.1298e-08
1237.48	1.1147e-08
1239.5	1.1299e-08
1241.52	1.1352e-08
1243.52	1.1173e-08
1245.52	1.1304e-08
1247.53	1.117e-08
1249.55	1.1133e-08
1251.56	1.1148e-08
1253.56	1.1165e-08
1255.55	1.1133e-08
1257.56	1.1157e-08
1259.56	1.1099e-08
1261.58	1.1083e-08
1263.61	1.1081e-08
1265.62	1.1054e-08
1267.62	1.1043e-08
1269.62	1.0955e-08
1271.64	1.0965e-08
1273.66	1.0971e-08
1275.67	1.0928e-08
1277.67	1.0923e-08
1279.66	1.0941e-08
1281.67	1.0871e-08
1283.7	1.0808e-08
1285.7	1.0927e-08
1287.7	1.0893e-08
1289.7	1.0943e-08
1291.72	1.0835e-08
1293.73	1.0814e-08
1295.73	1.0887e-08
1297.75	1.0813e-08
1299.78	1.083e-08
1301.81	1.0797e-08
1303.84	1.0723e-08
1305.86	1.0667e-08
1307.88	1.0675e-08
1309.89	1.0708e-08
1311.92	1.0732e-08
1313.95	1.079e-08
1315.97	1.064e-08
1318	1.0667e-08
1320	1.0627e-08
1321.97	1.0601e-08
1324	1.0589e-08
1326.03	1.0512e-08
1328.03	1.0585e-08
1330.03	1.0515e-08
1332.03	1.051e-08
1334.06	1.045e-08
1336.06	1.0492e-08
1338.08	1.0414e-08
1340.08	1.0514e-08
1342.08	1.0443e-08
1344.08	1.0406e-08
1346.08	1.0459e-08
1348.06	1.036e-08
1350.06	1.0387e-08
1352.09	1.0383e-08
1354.11	1.0271e-08
1356.14	1.033e-08
1358.16	1.0325e-08
1360.19	1.0302e-08
1362.19	1.0348e-08
1364.19	1.0219e-08
1366.19	1.0342e-08
1368.19	1.0199e-08
1370.22	1.0153e-08
1372.22	1.0227e-08
1374.22	1.0141e-08
1376.25	1.0197e-08
1378.25	1.0186e-08
1380.27	1.0145e-08
1382.27	1.0204e-08
1384.27	1.0176e-08
1386.27	1.0075e-08
1388.27	1.0069e-08
1390.27	1.0052e-08
1392.27	1.0054e-08
1394.27	1.0044e-08
1396.27	9.9849e-09
1398.27	9.9445e-09
1400.27	9.9767e-09
1402.27	1.0116e-08
1404.28	9.9645e-09
1406.28	9.9296e-09
1408.3	9.9641e-09
1410.33	9.89e-09
1412.33	9.8979e-09
1414.34	9.8944e-09
1416.33	9.8494e-09
1418.34	9.8222e-09
1420.34	9.8192e-09
1422.34	9.7445e-09
1424.34	9.7745e-09
1426.34	9.7707e-09
1428.34	9.7556e-09
1430.34	9.7298e-09
1432.34	9.7825e-09
1434.34	9.7486e-09
1436.38	9.63e-09
1438.39	9.6783e-09
1440.41	9.6134e-09
1442.42	9.6518e-09
1444.42	9.6631e-09
1446.42	9.5626e-09
1448.42	9.5436e-09
1450.42	9.5652e-09
1452.42	9.5629e-09
1454.42	9.6284e-09
1456.42	9.5095e-09
1458.42	9.4593e-09
1460.42	9.447e-09
1462.42	9.4641e-09
1464.42	9.4237e-09
1466.39	9.4971e-09
1468.42	9.4339e-09
1470.45	9.4702e-09
1472.45	9.4019e-09
1474.45	9.4407e-09
1476.45	9.3487e-09
1478.48	9.3753e-09
1480.47	9.2325e-09
1482.5	9.2513e-09
1484.5	9.2866e-09
1486.5	9.3643e-09
1488.5	9.2743e-09
1490.53	9.2363e-09
1492.53	9.2611e-09
1494.53	9.2357e-09
1496.56	9.1484e-09
1498.58	9.225e-09
1500.61	9.1409e-09
1502.61	9.1489e-09
1504.61	9.1539e-09
1506.61	9.1203e-09
1508.62	9.075e-09
1510.66	9.0733e-09
1512.67	9.1192e-09
1514.69	9.0469e-09
1516.69	9.0496e-09
1518.69	9.0637e-09
1520.7	8.9858e-09
1522.72	9.0275e-09
1524.73	9.0279e-09
1526.75	8.9426e-09
1528.77	8.9878e-09
1530.75	8.9499e-09
1532.8	8.9217e-09
1534.81	8.8871e-09
1536.84	8.893e-09
1538.84	8.9352e-09
1540.89	8.8225e-09
1542.91	8.7821e-09
1544.91	8.9701e-09
1546.91	8.809e-09
1548.91	8.7811e-09
1550.91	8.829e-09
1552.92	8.7557e-09
1554.95	8.8168e-09
1556.97	8.8389e-09
1558.98	8.7676e-09
1560.98	8.7019e-09
1562.98	8.7235e-09
1564.98	8.7265e-09
1566.98	8.6995e-09
1568.98	8.7044e-09
1571.02	8.6222e-09
1573.02	8.6684e-09
1575.02	8.6355e-09
1577.02	8.6117e-09
1579.05	8.5704e-09
1581.06	8.5394e-09
1583.06	8.5324e-09
1585.06	8.5856e-09
1587.06	8.5165e-09
1589.06	8.5441e-09
1591.05	8.4675e-09
1593.06	8.4805e-09
1595.06	8.4814e-09
1597.06	8.4588e-09
1599.06	8.4223e-09
1601.06	8.4342e-09
1603.06	8.4099e-09
1605.08	8.3825e-09
1607.11	8.4434e-09
1609.12	8.3445e-09
1611.12	8.3068e-09
1613.16	8.3469e-09
1615.19	8.3208e-09
1617.2	8.2992e-09
1619.2	8.3526e-09
1621.2	8.3004e-09
1623.2	8.2708e-09
1625.23	8.212e-09
1627.23	8.3003e-09
1629.23	8.2609e-09
1631.25	8.1943e-09
1633.27	8.2039e-09
1635.27	8.0949e-09
1637.3	8.1685e-09
1639.28	8.2018e-09
1641.28	8.1927e-09
1643.3	8.0787e-09
1645.31	8.1335e-09
1647.31	8.1727e-09
1649.31	8.1665e-09
1651.31	8.1135e-09
1653.34	8.0811e-09
1655.34	8.0958e-09
1657.38	7.9852e-09
1659.38	8.0482e-09
1661.39	8.0684e-09
1663.39	7.9819e-09
1665.39	8.0304e-09
1667.39	7.9625e-09
1669.38	7.9678e-09
1671.39	7.9668e-09
1673.42	7.9855e-09
1675.42	7.8937e-09
1677.42	7.9452e-09
1679.44	7.9355e-09
1681.47	7.8169e-09
1683.47	7.8611e-09
1685.47	7.8454e-09
1687.47	7.8644e-09
1689.48	7.852e-09
1691.52	7.777e-09
1693.52	7.8329e-09
1695.53	7.7766e-09
1697.53	7.7884e-09
1699.56	7.7529e-09
1701.56	7.68e-09
1703.56	7.7624e-09
1705.58	7.7823e-09
1707.58	7.6685e-09
1709.59	7.7116e-09
1711.61	7.6488e-09
1713.61	7.6579e-09
1715.61	7.6301e-09
1717.64	7.6747e-09
1719.64	7.6386e-09
1721.64	7.5783e-09
1723.69	7.5498e-09
1725.69	7.5108e-09
1727.7	7.5425e-09
1729.72	7.5277e-09
1731.73	7.5829e-09
1733.77	7.5357e-09
1735.77	7.5305e-09
1737.8	7.427e-09
1739.8	7.5399e-09
1741.8	7.4818e-09
1743.8	7.516e-09
1745.8	7.4453e-09
1747.8	7.4792e-09
1749.83	7.4911e-09
1751.83	7.4148e-09
1753.83	7.4025e-09
1755.83	7.3566e-09
1757.86	7.3716e-09
1759.88	7.3651e-09
1761.88	7.3329e-09
1763.89	7.3598e-09
1765.91	7.3121e-09
1767.91	7.3292e-09
1769.91	7.2879e-09
1771.92	7.2841e-09
1773.94	7.2518e-09
1775.91	7.3535e-09
1777.97	7.2087e-09
1779.98	7.2294e-09
1782.03	7.2346e-09
1784.05	7.2265e-09
1786.05	7.3001e-09
1788.08	7.2243e-09
1790.08	7.2113e-09
1792.09	7.1468e-09
1794.06	7.1326e-09
1796.09	7.0956e-09
1798.11	7.1828e-09
1800.11	7.1615e-09
1802.14	7.0775e-09
1804.16	7.0772e-09
1806.17	7.1015e-09
1808.2	7.0783e-09
1810.23	7.0888e-09
1812.27	7.08e-09
1814.28	7.0629e-09
1816.28	7.0577e-09
1818.28	7.0463e-09
1820.27	6.9983e-09
1822.28	7.0084e-09
1824.28	7.033e-09
1826.28	6.9576e-09
1828.28	6.9381e-09
1830.31	6.9605e-09
1832.31	6.9403e-09
1834.33	6.9791e-09
1836.34	6.943e-09
1838.34	6.8823e-09
1840.38	6.8523e-09
1842.39	6.8992e-09
1844.42	6.923e-09
1846.42	6.8992e-09
1848.42	6.8841e-09
1850.44	6.8187e-09
1852.47	6.8329e-09
1854.47	6.8529e-09
1856.48	6.759e-09
1858.5	6.8438e-09
1860.5	6.8432e-09
1862.5	6.7614e-09
1864.48	6.8076e-09
1866.5	6.7501e-09
1868.53	6.7682e-09
1870.53	6.7217e-09
1872.53	6.7174e-09
1874.53	6.7224e-09
1876.55	6.6785e-09
1878.56	6.7289e-09
1880.58	6.6026e-09
1882.58	6.6644e-09
1884.58	6.6649e-09
1886.58	6.6221e-09
1888.58	6.6573e-09
1890.56	6.6608e-09
1892.58	6.5763e-09
1894.58	6.5652e-09
1896.55	6.5898e-09
1898.58	6.5892e-09
1900.61	6.5804e-09
1902.62	6.5777e-09
1904.64	6.5418e-09
1906.66	6.5495e-09
1908.66	6.526e-09
1910.66	6.5113e-09
1912.66	6.5683e-09
1914.66	6.4929e-09
1916.66	6.5014e-09
1918.66	6.4362e-09
1920.66	6.4499e-09
1922.66	6.424e-09
1924.66	6.3749e-09
1926.66	6.4012e-09
1928.66	6.4682e-09
1930.66	6.3878e-09
1932.66	6.3728e-09
1934.69	6.3613e-09
1936.69	6.3481e-09
1938.7	6.3454e-09
1940.7	6.3802e-09
1942.72	6.3495e-09
1944.73	6.2836e-09
1946.73	6.2708e-09
1948.77	6.2202e-09
1950.77	6.3165e-09
1952.77	6.2772e-09
1954.77	6.1638e-09
1956.78	6.2309e-09
1958.81	6.2435e-09
1960.83	6.2506e-09
1962.84	6.1663e-09
1964.88	6.2139e-09
1966.88	6.1673e-09
1968.88	6.1522e-09
1970.88	6.172e-09
1972.91	6.1038e-09
1974.91	6.1704e-09
1976.92	6.1174e-09
1978.95	6.1012e-09
1980.98	6.1656e-09
1983	6.1077e-09
1985.02	6.1216e-09
1987.03	6.0301e-09
1989.03	6.07e-09
1991.03	6.0649e-09
1993.03	6.1269e-09
1995.02	6.0296e-09
1997.03	6.0516e-09
1999.02	6.0232e-09
2001.03	6.0394e-09
2003.03	6.0123e-09
2005.03	5.9691e-09
2007.03	5.9779e-09
2009.03	5.9951e-09
2011.03	5.9373e-09
2013.03	5.9687e-09
2015.03	5.9577e-09
2017.05	5.9462e-09
2019.06	5.9337e-09
2021.06	5.9173e-09
2023.09	5.9648e-09
2025.11	5.9677e-09
2027.11	5.9044e-09
2029.11	5.9126e-09
2031.14	5.8799e-09
2033.14	5.8445e-09
2035.14	5.8217e-09
2037.16	5.872e-09
2039.17	5.8172e-09
2041.17	5.8724e-09
2043.19	5.8431e-09
2045.2	5.8477e-09
2047.22	5.7826e-09
2049.2	5.8537e-09
2051.22	5.7789e-09
2053.23	5.8035e-09
2055.25	5.7366e-09
2057.28	5.788e-09
2059.3	5.677e-09
2061.33	5.7832e-09
2063.36	5.6674e-09
2065.36	5.7442e-09
2067.41	5.6915e-09
2069.44	5.7024e-09
2071.44	5.6901e-09
2073.44	5.696e-09
2075.44	5.7172e-09
2077.45	5.664e-09
2079.48	5.664e-09
2081.5	5.6566e-09
2083.48	5.6072e-09
2085.51	5.592e-09
2087.55	5.5989e-09
2089.55	5.6236e-09
2091.55	5.6114e-09
2093.56	5.5642e-09
2095.58	5.6231e-09
2097.58	5.5956e-09
2099.59	5.5777e-09
2101.61	5.5856e-09
2103.62	5.4877e-09
2105.62	5.5588e-09
2107.62	5.5826e-09
2109.62	5.5381e-09
2111.66	5.5562e-09
2113.66	5.4894e-09
2115.66	5.4413e-09
2117.64	5.4698e-09
2119.66	5.5152e-09
2121.64	5.4753e-09
2123.66	5.4867e-09
2125.66	5.4217e-09
2127.67	5.4235e-09
2129.69	5.4649e-09
2131.7	5.4372e-09
2133.72	5.4255e-09
2135.72	5.4006e-09
2137.73	5.3967e-09
2139.73	5.3969e-09
2141.73	5.3815e-09
2143.76	5.3304e-09
2145.76	5.3603e-09
2147.76	5.3589e-09
2149.8	5.3492e-09
2151.8	5.2839e-09
2153.8	5.3618e-09
2155.8	5.2632e-09
2157.84	5.3506e-09
2159.88	5.287e-09
2161.91	5.295e-09
2163.92	5.2782e-09
2165.95	5.3079e-09
2167.95	5.2229e-09
2169.95	5.2507e-09
2171.97	5.2461e-09
2173.98	5.2284e-09
2175.98	5.1709e-09
2178.01	5.219e-09
2180.03	5.2263e-09
2182.03	5.2088e-09
2184.03	5.2183e-09
2186.03	5.2437e-09
2188.06	5.1939e-09
2190.06	5.1229e-09
2192.08	5.1374e-09
2194.09	5.1112e-09
2196.09	5.1773e-09
2198.12	5.166e-09
2200.12	5.1866e-09
2202.16	5.194e-09
2204.17	5.1332e-09
2206.17	5.0861e-09
2208.17	5.1065e-09
2210.2	5.0977e-09
2212.2	5.0587e-09
2214.22	5.1007e-09
2216.22	5.0608e-09
2218.25	4.9981e-09
2220.25	5.1201e-09
2222.25	5.0421e-09
2224.25	5.1184e-09
2226.25	4.954e-09
2228.25	5.0813e-09
2230.25	4.9906e-09
2232.28	5.0063e-09
2234.28	4.974e-09
2236.3	4.9396e-09
2238.31	4.9288e-09
2240.33	4.9954e-09
2242.33	4.8899e-09
2244.33	4.9197e-09
2246.33	4.8738e-09
2248.33	4.8971e-09
2250.33	4.9029e-09
2252.34	4.915e-09
2254.36	4.8563e-09
2256.39	4.9107e-09
2258.41	4.8834e-09
