t	p
976.157	1.078e-08
978.157	1.0659e-08
980.188	1.0674e-08
982.204	1.0711e-08
984.204	1.0615e-08
986.204	1.0601e-08
988.188	1.063e-08
990.204	1.0541e-08
992.204	1.0592e-08
994.204	1.0587e-08
996.204	1.0537e-08
998.235	1.0561e-08
1000.24	1.0522e-08
1002.24	1.0418e-08
1004.24	1.0473e-08
1006.25	1.0468e-08
1008.25	1.044e-08
1010.28	1.0494e-08
1012.28	1.0441e-08
1014.28	1.034e-08
1016.28	1.044e-08
1018.28	1.0348e-08
1020.28	1.0312e-08
1022.28	1.0216e-08
1024.3	1.0386e-08
1026.31	1.027e-08
1028.33	1.0252e-08
1030.36	1.0187e-08
1032.36	1.0211e-08
1034.36	1.0214e-08
1036.33	1.0172e-08
1038.36	1.0123e-08
1040.36	1.016e-08
1042.36	1.0126e-08
1044.38	1.0087e-08
1046.39	1.0203e-08
1048.39	1.0026e-08
1050.41	1.0068e-08
1052.42	1.001e-08
1054.44	1.0073e-08
1056.44	9.8969e-09
1058.44	1.0048e-08
1060.47	1.0008e-08
1062.5	9.8719e-09
1064.52	9.9399e-09
1066.53	9.9082e-09
1068.53	9.8904e-09
1070.56	9.8407e-09
1072.58	9.7908e-09
1074.58	9.8067e-09
1076.58	9.8062e-09
1078.59	9.8118e-09
1080.61	9.7752e-09
1082.64	9.7943e-09
1084.66	9.6837e-09
1086.66	9.6294e-09
1088.66	9.6831e-09
1090.66	9.6924e-09
1092.66	9.6617e-09
1094.66	9.4748e-09
1096.66	9.6779e-09
1098.64	9.6341e-09
1100.66	9.647e-09
1102.66	9.6544e-09
1104.66	9.4849e-09
1106.66	9.5493e-09
1108.66	9.5118e-09
1110.66	9.4611e-09
1112.67	9.5501e-09
1114.69	9.4838e-09
1116.72	9.3828e-09
1118.73	9.4189e-09
1120.73	9.4644e-09
1122.73	9.3827e-09
1124.73	9.359e-09
1126.73	9.4228e-09
1128.73	9.3823e-09
1130.73	9.2437e-09
1132.77	9.2993e-09
1134.77	9.1948e-09
1136.77	9.3294e-09
1138.78	9.2061e-09
1140.8	9.2494e-09
1142.81	9.2477e-09
1144.81	9.1816e-09
1146.83	9.1839e-09
1148.86	9.1629e-09
1150.88	9.129e-09
1152.88	9.075e-09
1154.88	9.1105e-09
1156.89	9.1245e-09
1158.91	9.1504e-09
1160.91	9.0437e-09
1162.92	8.9356e-09
1164.92	9.0101e-09
1166.92	9.0235e-09
1168.94	8.9343e-09
1170.94	9.0566e-09
1172.95	9.008e-09
1174.95	8.9975e-09
1176.95	8.9189e-09
1178.98	8.8826e-09
1180.97	8.8798e-09
1183	8.9305e-09
1185.02	8.755e-09
1187.03	8.8172e-09
1189.03	8.7948e-09
1191.03	8.8482e-09
1193	8.7746e-09
1195.03	8.7955e-09
1197.03	8.7783e-09
1199.03	8.7386e-09
1201.03	8.7233e-09
1203.06	8.6516e-09
1205.06	8.7226e-09
1207.06	8.6751e-09
1209.06	8.6452e-09
1211.08	8.6248e-09
1213.09	8.5657e-09
1215.11	8.645e-09
1217.12	8.5307e-09
1219.14	8.5579e-09
1221.14	8.5225e-09
1223.16	8.5044e-09
1225.17	8.5309e-09
1227.17	8.4655e-09
1229.19	8.5207e-09
1231.2	8.3923e-09
1233.22	8.4663e-09
1235.2	8.4703e-09
1237.22	8.3751e-09
1239.22	8.3612e-09
1241.23	8.319e-09
1243.23	8.3749e-09
1245.27	8.3582e-09
1247.28	8.302e-09
1249.3	8.3609e-09
1251.3	8.3642e-09
1253.31	8.2856e-09
1255.33	8.2568e-09
1257.31	8.2104e-09
1259.33	8.2164e-09
1261.36	8.2914e-09
1263.34	8.1425e-09
1265.36	8.1292e-09
1267.38	8.1372e-09
1269.39	8.1638e-09
1271.39	8.1573e-09
1273.41	8.1721e-09
1275.41	8.1342e-09
1277.41	8.1016e-09
1279.41	8.0556e-09
1281.42	8.0124e-09
1283.44	8.0452e-09
1285.44	8.0857e-09
1287.44	7.9768e-09
1289.47	7.9993e-09
1291.47	7.9551e-09
1293.48	7.9823e-09
1295.48	7.9391e-09
1297.48	7.9596e-09
1299.48	7.9112e-09
1301.52	7.8673e-09
1303.52	7.8694e-09
1305.52	7.8838e-09
1307.52	7.8666e-09
1309.52	7.8361e-09
1311.55	7.8161e-09
1313.56	7.8375e-09
1315.58	7.7945e-09
1317.56	7.7843e-09
1319.58	7.802e-09
1321.59	7.7533e-09
1323.62	7.6989e-09
1325.66	7.6692e-09
1327.67	7.7005e-09
1329.7	7.7102e-09
1331.7	7.6488e-09
1333.7	7.6737e-09
1335.7	7.6851e-09
1337.7	7.6469e-09
1339.7	7.6393e-09
1341.72	7.6587e-09
1343.73	7.6099e-09
1345.73	7.5148e-09
1347.73	7.4545e-09
1349.75	7.5043e-09
1351.77	7.5275e-09
1353.78	7.5324e-09
1355.78	7.5041e-09
1357.78	7.5644e-09
1359.78	7.4913e-09
1361.78	7.4146e-09
1363.78	7.4734e-09
1365.78	7.4921e-09
1367.78	7.4004e-09
1369.81	7.3769e-09
1371.81	7.3493e-09
1373.81	7.4013e-09
1375.83	7.3615e-09
1377.83	7.2997e-09
1379.86	7.2796e-09
1381.86	7.2845e-09
1383.89	7.3161e-09
1385.89	7.2988e-09
1387.89	7.2458e-09
1389.89	7.2209e-09
1391.89	7.1774e-09
1393.89	7.2016e-09
1395.89	7.2054e-09
1397.89	7.2479e-09
1399.89	7.1638e-09
1401.91	7.1221e-09
1403.92	7.1372e-09
1405.94	7.1154e-09
1407.95	7.1246e-09
1409.95	7.1281e-09
1411.97	7.1301e-09
1413.97	7.0985e-09
1416.02	7.0865e-09
1418.03	7.1214e-09
1420.03	7.0267e-09
1422.05	7.0339e-09
1424.05	7.0614e-09
1426.06	6.9861e-09
1428.08	7.0233e-09
1430.08	6.9689e-09
1432.08	6.98e-09
1434.08	6.9377e-09
1436.08	6.9261e-09
1438.08	6.9227e-09
1440.08	6.9853e-09
1442.09	6.9905e-09
1444.11	6.9803e-09
1446.11	6.8506e-09
1448.14	6.8936e-09
1450.16	6.8947e-09
1452.19	6.8693e-09
1454.22	6.8285e-09
1456.23	6.8157e-09
1458.27	6.7935e-09
1460.27	6.9023e-09
1462.27	6.7143e-09
1464.25	6.7802e-09
1466.27	6.7653e-09
1468.27	6.7932e-09
1470.27	6.7143e-09
1472.3	6.7038e-09
1474.3	6.7872e-09
1476.3	6.7464e-09
1478.3	6.7005e-09
1480.33	6.6521e-09
1482.33	6.6646e-09
1484.34	6.6566e-09
1486.34	6.628e-09
1488.34	6.59e-09
1490.34	6.6073e-09
1492.34	6.6874e-09
1494.34	6.5942e-09
1496.34	6.5799e-09
1498.34	6.5787e-09
1500.38	6.5727e-09
1502.38	6.5316e-09
1504.39	6.5118e-09
1506.39	6.5027e-09
1508.39	6.4977e-09
1510.42	6.5727e-09
1512.42	6.5255e-09
1514.44	6.4824e-09
1516.45	6.4352e-09
1518.44	6.4295e-09
1520.45	6.3494e-09
1522.48	6.4026e-09
1524.47	6.4432e-09
1526.47	6.4264e-09
1528.5	6.4096e-09
1530.53	6.3568e-09
1532.53	6.3777e-09
1534.53	6.3422e-09
1536.52	6.3355e-09
1538.55	6.3362e-09
1540.56	6.3735e-09
1542.56	6.3166e-09
1544.58	6.32e-09
1546.59	6.2817e-09
1548.61	6.287e-09
1550.61	6.3113e-09
1552.64	6.2815e-09
1554.64	6.223e-09
1556.64	6.2136e-09
1558.64	6.2408e-09
1560.67	6.2107e-09
1562.7	6.2033e-09
1564.7	6.1906e-09
1566.72	6.1836e-09
1568.72	6.154e-09
1570.72	6.1168e-09
1572.72	6.1374e-09
1574.72	6.135e-09
1576.72	6.0934e-09
1578.72	6.0901e-09
1580.73	6.0626e-09
1582.75	6.0821e-09
1584.78	6.133e-09
1586.8	6.0564e-09
1588.81	6.0427e-09
1590.83	6.0408e-09
1592.83	6.0389e-09
1594.84	6.0811e-09
1596.86	6.0077e-09
1598.86	6.0238e-09
1600.88	5.9692e-09
1602.89	5.9844e-09
1604.88	5.9604e-09
1606.89	5.8665e-09
1608.91	5.8809e-09
1610.91	5.9595e-09
1612.91	5.9296e-09
1614.91	5.8428e-09
1616.91	5.9523e-09
1618.91	5.9719e-09
1620.91	5.8639e-09
1622.91	5.9095e-09
1624.91	5.8862e-09
1626.91	5.8623e-09
1628.91	5.8388e-09
1630.91	5.8858e-09
1632.92	5.8491e-09
1634.94	5.8214e-09
1636.95	5.8673e-09
1638.97	5.78e-09
1640.98	5.8006e-09
1643.02	5.7693e-09
1645.02	5.7576e-09
1647.02	5.7517e-09
1649.02	5.7871e-09
1651.02	5.7331e-09
1653.02	5.7376e-09
1655.02	5.6809e-09
1657.02	5.6855e-09
1659	5.6992e-09
1661.02	5.6489e-09
1663.02	5.6828e-09
1665.05	5.6963e-09
1667.06	5.6585e-09
1669.08	5.593e-09
1671.09	5.6492e-09
1673.11	5.6024e-09
1675.11	5.592e-09
1677.12	5.6049e-09
1679.12	5.5928e-09
1681.14	5.588e-09
1683.16	5.5399e-09
1685.17	5.6067e-09
1687.19	5.5516e-09
1689.2	5.5776e-09
1691.2	5.5508e-09
1693.2	5.5355e-09
1695.2	5.513e-09
1697.2	5.4973e-09
1699.2	5.5223e-09
1701.2	5.4722e-09
1703.2	5.4386e-09
1705.2	5.5101e-09
1707.2	5.4531e-09
1709.2	5.4041e-09
1711.2	5.4225e-09
1713.2	5.479e-09
1715.23	5.4226e-09
1717.25	5.4187e-09
1719.27	5.4527e-09
1721.27	5.4325e-09
1723.28	5.3846e-09
1725.28	5.3451e-09
1727.28	5.349e-09
1729.31	5.395e-09
1731.31	5.3623e-09
1733.31	5.2883e-09
1735.31	5.3799e-09
1737.31	5.3167e-09
1739.31	5.3271e-09
1741.31	5.2695e-09
1743.31	5.2955e-09
1745.34	5.251e-09
1747.34	5.2374e-09
1749.36	5.2315e-09
1751.39	5.25e-09
1753.39	5.2209e-09
1755.41	5.242e-09
1757.42	5.2219e-09
1759.42	5.2327e-09
1761.42	5.1914e-09
1763.45	5.2028e-09
1765.45	5.1867e-09
1767.47	5.1603e-09
1769.48	5.1177e-09
1771.5	5.1504e-09
1773.5	5.1541e-09
1775.52	5.087e-09
1777.53	5.1155e-09
1779.53	5.216e-09
1781.53	5.1001e-09
1783.53	5.0798e-09
1785.53	5.0649e-09
1787.53	5.1019e-09
1789.55	5.0733e-09
1791.56	5.075e-09
1793.56	5.0975e-09
1795.55	5.0108e-09
1797.58	5.0612e-09
1799.59	5.0442e-09
1801.61	5.0495e-09
1803.61	5.0427e-09
1805.61	5.0399e-09
1807.61	5.0009e-09
1809.59	4.9861e-09
1811.61	4.9756e-09
1813.61	5.0432e-09
1815.61	4.9699e-09
1817.61	4.9584e-09
1819.61	4.9602e-09
1821.64	4.9706e-09
1823.66	4.9172e-09
1825.67	4.8495e-09
1827.67	4.9145e-09
1829.69	4.9468e-09
1831.69	4.849e-09
1833.69	4.8897e-09
1835.7	4.9375e-09
1837.72	4.9007e-09
1839.72	4.8628e-09
1841.73	4.8073e-09
1843.75	4.8483e-09
1845.75	4.8776e-09
1847.75	4.8531e-09
1849.8	4.8742e-09
1851.8	4.7935e-09
1853.84	4.7684e-09
1855.86	4.8031e-09
1857.86	4.7852e-09
1859.88	4.7886e-09
1861.91	4.7436e-09
1863.91	4.7226e-09
1865.91	4.7716e-09
1867.94	4.7838e-09
1869.94	4.7221e-09
1871.94	4.733e-09
1873.95	4.7146e-09
1875.97	4.7351e-09
1877.98	4.7111e-09
1879.98	4.6712e-09
1881.98	4.6725e-09
1883.98	4.6727e-09
1885.98	4.7249e-09
1888	4.6411e-09
1890.02	4.6528e-09
1892.02	4.6581e-09
1894.02	4.6226e-09
1896.02	4.6376e-09
1898.05	4.6281e-09
1900.05	4.6359e-09
1902.06	4.6199e-09
1904.09	4.6448e-09
1906.09	4.6233e-09
1908.09	4.5686e-09
1910.09	4.5888e-09
1912.09	4.5709e-09
1914.09	4.5434e-09
1916.09	4.5215e-09
1918.11	4.5422e-09
1920.12	4.5347e-09
1922.16	4.5238e-09
1924.16	4.4913e-09
1926.17	4.4949e-09
1928.2	4.5682e-09
1930.23	4.515e-09
1932.23	4.4836e-09
1934.23	4.4733e-09
1936.27	4.4201e-09
1938.27	4.4339e-09
1940.28	4.4583e-09
1942.31	4.4581e-09
1944.31	4.4425e-09
1946.31	4.4871e-09
1948.31	4.4386e-09
1950.34	4.4816e-09
1952.34	4.3584e-09
1954.36	4.4251e-09
1956.39	4.3448e-09
1958.39	4.3737e-09
1960.39	4.4062e-09
1962.41	4.345e-09
1964.44	4.3516e-09
1966.45	4.3491e-09
1968.47	4.3439e-09
1970.5	4.3359e-09
1972.5	4.3315e-09
1974.5	4.3396e-09
1976.52	4.3403e-09
1978.52	4.2956e-09
1980.53	4.2812e-09
1982.56	4.3003e-09
1984.56	4.2806e-09
1986.58	4.2949e-09
1988.56	4.2663e-09
1990.58	4.2552e-09
1992.58	4.294e-09
1994.58	4.2688e-09
1996.56	4.1931e-09
1998.58	4.2766e-09
2000.58	4.1708e-09
2002.58	4.2283e-09
2004.56	4.2393e-09
2006.58	4.2253e-09
2008.58	4.1853e-09
2010.58	4.2085e-09
2012.58	4.2216e-09
2014.58	4.2385e-09
2016.58	4.1068e-09
2018.61	4.1459e-09
2020.61	4.1904e-09
2022.62	4.183e-09
2024.66	4.1624e-09
2026.66	4.1595e-09
2028.66	4.1667e-09
2030.67	4.1291e-09
2032.69	4.084e-09
2034.69	4.112e-09
2036.69	4.1688e-09
2038.72	4.0719e-09
2040.72	4.1154e-09
2042.73	4.136e-09
2044.75	4.0771e-09
2046.77	4.0616e-09
2048.77	4.0823e-09
2050.77	4.0434e-09
2052.8	4.0723e-09
2054.8	3.9886e-09
2056.8	4.0035e-09
2058.81	3.9949e-09
2060.83	4.0473e-09
2062.84	4.0225e-09
2064.84	4.0221e-09
2066.84	3.9893e-09
2068.88	4.0116e-09
2070.88	3.9536e-09
2072.91	4.019e-09
2074.92	4.0171e-09
2076.94	3.9733e-09
2078.95	3.9811e-09
2080.95	3.9527e-09
2082.95	3.9377e-09
2084.95	3.9668e-09
2086.95	3.9324e-09
2088.99	3.9189e-09
2090.99	3.9166e-09
2092.99	3.9312e-09
2095	3.8537e-09
2097.03	3.9108e-09
2099.03	3.8768e-09
2101.03	3.876e-09
2103.03	3.9339e-09
2105.06	3.8522e-09
2107.09	3.8833e-09
2109.12	3.9182e-09
2111.14	3.8865e-09
2113.14	3.7943e-09
2115.14	3.8459e-09
2117.14	3.8281e-09
2119.14	3.8272e-09
2121.14	3.7655e-09
2123.14	3.822e-09
2125.16	3.7968e-09
2127.19	3.7529e-09
2129.2	3.7769e-09
2131.22	3.8223e-09
2133.24	3.8317e-09
2135.25	3.7838e-09
2137.25	3.7788e-09
2139.25	3.7384e-09
2141.25	3.7299e-09
2143.25	3.7636e-09
2145.25	3.7639e-09
2147.25	3.7148e-09
2149.25	3.7097e-09
2151.25	3.7317e-09
2153.25	3.7077e-09
2155.28	3.7244e-09
2157.28	3.6907e-09
2159.3	3.6967e-09
2161.31	3.7028e-09
2163.33	3.6615e-09
2165.33	3.6895e-09
2167.33	3.7242e-09
2169.33	3.664e-09
2171.36	3.6486e-09
2173.39	3.6452e-09
2175.41	3.6963e-09
2177.42	3.6434e-09
2179.45	3.6115e-09
2181.47	3.6512e-09
2183.47	3.626e-09
2185.47	3.5945e-09
2187.5	3.5771e-09
2189.5	3.5987e-09
2191.52	3.6165e-09
2193.55	3.576e-09
2195.55	3.623e-09
2197.55	3.5761e-09
2199.58	3.6078e-09
2201.59	3.5803e-09
2203.62	3.5851e-09
2205.64	3.5877e-09
2207.66	3.5591e-09
2209.66	3.5359e-09
2211.66	3.5579e-09
2213.66	3.5284e-09
2215.67	3.5439e-09
2217.69	3.577e-09
2219.69	3.4908e-09
2221.72	3.4624e-09
2223.74	3.5074e-09
2225.74	3.4913e-09
2227.74	3.5201e-09
2229.74	3.5016e-09
2231.74	3.4588e-09
2233.77	3.4704e-09
2235.77	3.4826e-09
2237.77	3.5157e-09
2239.77	3.4829e-09
2241.8	3.4677e-09
2243.8	3.4711e-09
2245.8	3.4555e-09
2247.83	3.4538e-09
2249.84	3.3979e-09
2251.84	3.4039e-09
2253.84	3.4523e-09
2255.86	3.4382e-09
2257.88	3.3764e-09
