t	p
475.375	1.3082e-08
477.375	1.3144e-08
479.375	1.3099e-08
481.36	1.3093e-08
483.407	1.3005e-08
485.407	1.2986e-08
487.438	1.299e-08
489.454	1.3033e-08
491.469	1.2975e-08
493.469	1.3014e-08
495.485	1.3026e-08
497.454	1.3007e-08
499.485	1.3063e-08
501.485	1.3015e-08
503.485	1.2937e-08
505.485	1.295e-08
507.485	1.3056e-08
509.5	1.3003e-08
511.532	1.2949e-08
513.563	1.2965e-08
515.563	1.2965e-08
517.563	1.3021e-08
519.547	1.2963e-08
521.563	1.291e-08
523.563	1.2963e-08
525.547	1.2962e-08
527.563	1.2992e-08
529.563	1.2979e-08
531.563	1.2928e-08
533.563	1.2995e-08
535.579	1.2882e-08
537.594	1.2931e-08
539.61	1.2896e-08
541.641	1.2893e-08
543.641	1.2965e-08
545.641	1.2879e-08
547.641	1.2965e-08
549.641	1.2906e-08
551.641	1.2889e-08
553.641	1.2969e-08
555.641	1.2865e-08
557.641	1.291e-08
559.641	1.2972e-08
561.641	1.2858e-08
563.641	1.2883e-08
565.641	1.2894e-08
567.641	1.2917e-08
569.641	1.2896e-08
571.641	1.2867e-08
573.641	1.2859e-08
575.641	1.2851e-08
577.672	1.2857e-08
579.672	1.2902e-08
581.657	1.292e-08
583.672	1.288e-08
585.688	1.2826e-08
587.688	1.2755e-08
589.704	1.2824e-08
591.735	1.2803e-08
593.719	1.2871e-08
595.766	1.2836e-08
597.782	1.2759e-08
599.782	1.2899e-08
601.797	1.285e-08
603.86	1.2822e-08
605.829	1.2821e-08
607.829	1.2865e-08
609.829	1.29e-08
611.829	1.2894e-08
613.829	1.2784e-08
615.86	1.2851e-08
617.86	1.2944e-08
619.86	1.2846e-08
621.86	1.2881e-08
623.875	1.2788e-08
625.875	1.2845e-08
627.891	1.2807e-08
629.907	1.2897e-08
631.907	1.2793e-08
633.907	1.281e-08
635.922	1.2812e-08
637.907	1.2837e-08
639.954	1.2815e-08
641.969	1.2819e-08
643.985	1.284e-08
645.985	1.2823e-08
648.016	1.2862e-08
650.016	1.2835e-08
652.016	1.2823e-08
654.016	1.2765e-08
656.016	1.2799e-08
658.016	1.2814e-08
660.016	1.2748e-08
662.016	1.2791e-08
664.016	1.279e-08
666.016	1.2781e-08
668.016	1.2842e-08
670.016	1.282e-08
672.016	1.2801e-08
674.016	1.2739e-08
676.016	1.2705e-08
678.016	1.2767e-08
680.032	1.2864e-08
682.032	1.2746e-08
684.047	1.2754e-08
686.047	1.2791e-08
688.063	1.2791e-08
690.063	1.2716e-08
692.094	1.2757e-08
694.11	1.2812e-08
696.125	1.2827e-08
698.141	1.2796e-08
700.157	1.2732e-08
702.157	1.2752e-08
704.157	1.2839e-08
706.172	1.2766e-08
708.188	1.2773e-08
710.219	1.2794e-08
712.204	1.2807e-08
714.235	1.2812e-08
716.235	1.2815e-08
718.235	1.2852e-08
720.219	1.2819e-08
722.235	1.275e-08
724.235	1.273e-08
726.235	1.2672e-08
728.25	1.2789e-08
730.25	1.274e-08
732.266	1.2813e-08
734.297	1.2746e-08
736.313	1.2774e-08
738.313	1.2846e-08
740.313	1.2711e-08
742.313	1.2726e-08
744.313	1.2716e-08
746.313	1.2668e-08
748.329	1.283e-08
750.313	1.2711e-08
752.344	1.2756e-08
754.407	1.2791e-08
756.391	1.2849e-08
758.422	1.2765e-08
760.422	1.2774e-08
762.422	1.2746e-08
764.422	1.2757e-08
766.422	1.2743e-08
768.407	1.281e-08
770.422	1.2779e-08
772.422	1.2796e-08
774.454	1.2756e-08
776.469	1.2683e-08
778.485	1.2718e-08
780.5	1.2772e-08
782.516	1.281e-08
784.516	1.271e-08
786.532	1.2789e-08
788.547	1.2766e-08
790.563	1.2701e-08
792.594	1.2782e-08
794.61	1.2723e-08
796.61	1.2689e-08
798.594	1.2764e-08
800.61	1.2725e-08
802.61	1.282e-08
804.61	1.2744e-08
806.61	1.2832e-08
808.61	1.284e-08
810.61	1.2783e-08
812.61	1.2878e-08
814.594	1.2779e-08
816.61	1.282e-08
818.61	1.2745e-08
820.594	1.289e-08
822.61	1.281e-08
824.625	1.2805e-08
826.657	1.2709e-08
828.688	1.2844e-08
830.672	1.2767e-08
832.688	1.2854e-08
834.688	1.2797e-08
836.672	1.2868e-08
838.688	1.2799e-08
840.688	1.2866e-08
842.688	1.2816e-08
844.688	1.2905e-08
846.688	1.2935e-08
848.688	1.2785e-08
850.688	1.2883e-08
852.688	1.2924e-08
854.704	1.2862e-08
856.719	1.2801e-08
858.719	1.2896e-08
860.735	1.2929e-08
862.75	1.2947e-08
864.766	1.2763e-08
866.766	1.2909e-08
868.766	1.2893e-08
870.766	1.294e-08
872.766	1.2843e-08
874.782	1.2856e-08
876.797	1.2919e-08
878.797	1.2834e-08
880.829	1.2795e-08
882.829	1.2896e-08
884.829	1.2755e-08
886.829	1.284e-08
888.844	1.2789e-08
890.86	1.2739e-08
892.875	1.2851e-08
894.875	1.2812e-08
896.907	1.2742e-08
898.922	1.2776e-08
900.938	1.278e-08
902.954	1.2772e-08
904.954	1.2709e-08
906.969	1.2756e-08
908.985	1.2707e-08
910.985	1.2697e-08
912.985	1.2812e-08
915.016	1.2673e-08
917.016	1.2721e-08
919.032	1.2659e-08
921.063	1.2669e-08
923.047	1.2652e-08
925.047	1.269e-08
927.063	1.2672e-08
929.063	1.2496e-08
931.063	1.256e-08
933.047	1.2673e-08
935.094	1.255e-08
937.094	1.2588e-08
939.094	1.2536e-08
941.094	1.2611e-08
943.11	1.245e-08
945.125	1.2563e-08
947.141	1.2425e-08
949.141	1.2537e-08
951.141	1.2558e-08
953.141	1.2337e-08
955.172	1.2459e-08
957.172	1.2381e-08
959.188	1.2391e-08
961.204	1.2301e-08
963.219	1.2386e-08
965.25	1.2288e-08
967.25	1.2377e-08
969.25	1.2292e-08
971.25	1.2262e-08
973.25	1.2223e-08
975.25	1.2235e-08
977.25	1.2284e-08
979.25	1.2179e-08
981.266	1.2246e-08
983.282	1.2185e-08
985.282	1.2133e-08
987.313	1.2187e-08
989.313	1.2154e-08
991.329	1.2114e-08
993.313	1.2096e-08
995.329	1.2108e-08
997.329	1.1946e-08
999.329	1.1978e-08
1001.33	1.2063e-08
1003.33	1.1958e-08
1005.33	1.1977e-08
1007.33	1.2023e-08
1009.31	1.1945e-08
1011.33	1.1982e-08
1013.33	1.1826e-08
1015.33	1.1814e-08
1017.33	1.1788e-08
1019.33	1.1767e-08
1021.33	1.1806e-08
1023.36	1.1742e-08
1025.36	1.173e-08
1027.36	1.1795e-08
1029.39	1.1632e-08
1031.41	1.1784e-08
1033.41	1.1722e-08
1035.42	1.1634e-08
1037.44	1.1693e-08
1039.44	1.1669e-08
1041.45	1.1685e-08
1043.48	1.1656e-08
1045.52	1.1522e-08
1047.52	1.1556e-08
1049.52	1.1568e-08
1051.53	1.148e-08
1053.55	1.1542e-08
1055.55	1.1508e-08
1057.55	1.1518e-08
1059.56	1.1552e-08
1061.58	1.1358e-08
1063.58	1.1356e-08
1065.59	1.1359e-08
1067.59	1.1353e-08
1069.59	1.1332e-08
1071.59	1.1318e-08
1073.62	1.1216e-08
1075.62	1.1208e-08
1077.62	1.1213e-08
1079.64	1.1214e-08
1081.66	1.1265e-08
1083.67	1.1055e-08
1085.67	1.1153e-08
1087.72	1.1186e-08
1089.73	1.1085e-08
1091.73	1.1239e-08
1093.75	1.1009e-08
1095.78	1.1086e-08
1097.81	1.0972e-08
1099.81	1.102e-08
1101.81	1.1019e-08
1103.81	1.1082e-08
1105.84	1.09e-08
1107.88	1.0945e-08
1109.89	1.0831e-08
1111.92	1.0946e-08
1113.92	1.0828e-08
1115.92	1.0828e-08
1117.92	1.0872e-08
1119.94	1.0794e-08
1121.92	1.0812e-08
1123.95	1.086e-08
1125.97	1.0784e-08
1127.98	1.0674e-08
1130	1.0754e-08
1132	1.0702e-08
1134	1.0621e-08
1135.98	1.0637e-08
1138	1.0624e-08
1140.02	1.0451e-08
1142.03	1.0513e-08
1144.03	1.0535e-08
1146.03	1.052e-08
1148.03	1.0546e-08
1150.03	1.0471e-08
1152.05	1.0486e-08
1154.06	1.0498e-08
1156.08	1.0463e-08
1158.11	1.0476e-08
1160.11	1.05e-08
1162.14	1.026e-08
1164.14	1.0379e-08
1166.14	1.036e-08
1168.16	1.0279e-08
1170.17	1.0239e-08
1172.19	1.0332e-08
1174.19	1.0228e-08
1176.22	1.0202e-08
1178.22	1.0209e-08
1180.22	1.019e-08
1182.22	1.0144e-08
1184.23	1.0173e-08
1186.27	1.0136e-08
1188.28	1.0133e-08
1190.27	1.0034e-08
1192.31	1.0068e-08
1194.33	1.0099e-08
1196.33	1.0022e-08
1198.33	1.0034e-08
1200.36	1.0059e-08
1202.36	9.9982e-09
1204.38	9.944e-09
1206.38	9.9798e-09
1208.41	9.8987e-09
1210.41	9.9475e-09
1212.41	9.8287e-09
1214.41	9.8759e-09
1216.41	9.8666e-09
1218.41	9.7881e-09
1220.42	9.7947e-09
1222.42	9.8325e-09
1224.44	9.7256e-09
1226.47	9.7448e-09
1228.5	9.748e-09
1230.53	9.7344e-09
1232.55	9.6419e-09
1234.55	9.5975e-09
1236.58	9.5787e-09
1238.61	9.6944e-09
1240.59	9.6058e-09
1242.62	9.6102e-09
1244.62	9.5531e-09
1246.59	9.5809e-09
1248.62	9.572e-09
1250.64	9.542e-09
1252.66	9.4834e-09
1254.66	9.4616e-09
1256.66	9.4654e-09
1258.66	9.4097e-09
1260.66	9.3731e-09
1262.66	9.3683e-09
1264.69	9.3333e-09
1266.7	9.2738e-09
1268.72	9.3466e-09
1270.73	9.2006e-09
1272.73	9.2913e-09
1274.73	9.289e-09
1276.73	9.1667e-09
1278.77	9.1735e-09
1280.77	9.2764e-09
1282.77	9.1994e-09
1284.77	9.2314e-09
1286.8	9.108e-09
1288.81	9.1339e-09
1290.81	9.0896e-09
1292.81	9.1694e-09
1294.78	9.186e-09
1296.81	9.0823e-09
1298.83	9.1512e-09
1300.84	9.0246e-09
1302.88	9.0007e-09
1304.89	8.9686e-09
1306.89	8.9953e-09
1308.92	8.9312e-09
1310.92	8.963e-09
1312.92	8.8764e-09
1314.92	8.9748e-09
1316.94	8.8404e-09
1318.95	8.8906e-09
1320.95	8.8229e-09
1322.98	8.7458e-09
1324.98	8.6716e-09
1327	8.7843e-09
1329	8.7691e-09
1331.03	8.7538e-09
1333.06	8.7165e-09
1335.06	8.6935e-09
1337.05	8.6682e-09
1339.08	8.7092e-09
1341.09	8.6969e-09
1343.09	8.6771e-09
1345.11	8.5566e-09
1347.09	8.7296e-09
1349.09	8.6253e-09
1351.11	8.6684e-09
1353.12	8.617e-09
1355.14	8.5858e-09
1357.16	8.5365e-09
1359.16	8.5548e-09
1361.17	8.5403e-09
1363.17	8.4284e-09
1365.19	8.5082e-09
1367.19	8.4991e-09
1369.22	8.367e-09
1371.23	8.4502e-09
1373.27	8.3866e-09
1375.27	8.3578e-09
1377.28	8.3261e-09
1379.31	8.2948e-09
1381.33	8.3612e-09
1383.33	8.2824e-09
1385.33	8.2346e-09
1387.33	8.2523e-09
1389.33	8.2179e-09
1391.34	8.2199e-09
1393.36	8.2027e-09
1395.38	8.2242e-09
1397.39	8.1333e-09
1399.38	8.1267e-09
1401.41	8.1738e-09
1403.41	8.1734e-09
1405.41	8.1319e-09
1407.42	8.1538e-09
1409.44	8.0998e-09
1411.47	8.0601e-09
1413.48	8.0571e-09
1415.52	8.0616e-09
1417.52	8.0249e-09
1419.52	7.9553e-09
1421.52	8.0798e-09
1423.55	8.0208e-09
1425.56	8.0305e-09
1427.59	7.952e-09
1429.61	7.8716e-09
1431.64	7.9079e-09
1433.66	7.8687e-09
1435.66	7.8418e-09
1437.66	7.8717e-09
1439.67	7.8875e-09
1441.69	7.8288e-09
1443.7	7.7971e-09
1445.72	7.7647e-09
1447.73	7.7293e-09
1449.73	7.8135e-09
1451.73	7.736e-09
1453.75	7.7037e-09
1455.75	7.7165e-09
1457.77	7.6755e-09
1459.77	7.6307e-09
1461.8	7.6547e-09
1463.81	7.6287e-09
1465.81	7.573e-09
1467.81	7.6607e-09
1469.81	7.6389e-09
1471.81	7.6552e-09
1473.81	7.6666e-09
1475.84	7.5615e-09
1477.84	7.504e-09
1479.86	7.523e-09
1481.89	7.4879e-09
1483.92	7.4556e-09
1485.92	7.5419e-09
1487.94	7.5141e-09
1489.94	7.4768e-09
1491.97	7.3965e-09
1493.98	7.4443e-09
1495.98	7.3969e-09
1498	7.3771e-09
1500.02	7.3544e-09
1502.03	7.3364e-09
1504.03	7.3865e-09
1506.03	7.2763e-09
1508.06	7.2441e-09
1510.06	7.3176e-09
1512.06	7.279e-09
1514.08	7.253e-09
1516.11	7.2479e-09
1518.11	7.2227e-09
1520.11	7.1926e-09
1522.11	7.1986e-09
1524.12	7.2077e-09
1526.14	7.2041e-09
1528.14	7.165e-09
1530.14	7.2057e-09
1532.17	7.1213e-09
1534.17	7.1254e-09
1536.19	7.1135e-09
1538.22	7.1174e-09
1540.22	7.0478e-09
1542.27	7.0611e-09
1544.28	7.0168e-09
1546.28	6.9822e-09
1548.28	7.047e-09
1550.28	6.9909e-09
1552.28	7.0033e-09
1554.28	6.9776e-09
1556.28	6.9761e-09
1558.3	6.8957e-09
1560.31	6.9186e-09
1562.33	6.9312e-09
1564.33	6.9118e-09
1566.33	6.8556e-09
1568.33	6.8757e-09
1570.33	6.7907e-09
1572.36	6.8465e-09
1574.39	6.8263e-09
1576.39	6.7984e-09
1578.45	6.776e-09
1580.47	6.8088e-09
1582.48	6.7871e-09
1584.52	6.7888e-09
1586.55	6.7395e-09
1588.55	6.7838e-09
1590.55	6.7655e-09
1592.55	6.6805e-09
1594.56	6.7262e-09
1596.58	6.6795e-09
1598.58	6.6623e-09
1600.58	6.6187e-09
1602.61	6.6796e-09
1604.61	6.5944e-09
1606.62	6.5358e-09
1608.66	6.5811e-09
1610.67	6.5781e-09
1612.67	6.5675e-09
1614.69	6.5542e-09
1616.69	6.5797e-09
1618.72	6.5384e-09
1620.72	6.4891e-09
1622.72	6.5211e-09
1624.73	6.4734e-09
1626.73	6.5039e-09
1628.73	6.4615e-09
1630.73	6.514e-09
1632.73	6.47e-09
1634.73	6.4864e-09
1636.75	6.4253e-09
1638.77	6.4218e-09
1640.77	6.3694e-09
1642.77	6.3775e-09
1644.78	6.4291e-09
1646.8	6.3959e-09
1648.81	6.4162e-09
1650.83	6.3393e-09
1652.81	6.3332e-09
1654.84	6.3461e-09
1656.84	6.3163e-09
1658.84	6.2627e-09
1660.88	6.309e-09
1662.88	6.2748e-09
1664.89	6.2076e-09
1666.91	6.2366e-09
1668.91	6.1876e-09
1670.91	6.1845e-09
1672.92	6.2016e-09
1674.94	6.1866e-09
1676.94	6.1994e-09
1678.97	6.1361e-09
1680.97	6.1893e-09
1682.98	6.1331e-09
1685.02	6.1062e-09
1687	6.1372e-09
1689.03	6.0345e-09
1691.03	6.1177e-09
1693.03	5.9963e-09
1695.03	6.0821e-09
1697.05	6.0403e-09
1699.06	6.0296e-09
1701.06	5.9634e-09
1703.05	6.0033e-09
1705.09	6.0335e-09
1707.11	6.0352e-09
1709.12	5.963e-09
1711.12	5.974e-09
1713.14	5.9769e-09
1715.14	5.9389e-09
1717.14	5.9325e-09
1719.14	5.9242e-09
1721.14	5.8592e-09
1723.14	5.8357e-09
1725.16	5.903e-09
1727.17	5.8626e-09
1729.19	5.9025e-09
1731.19	5.8347e-09
1733.2	5.8146e-09
1735.22	5.8258e-09
1737.2	5.8106e-09
1739.22	5.803e-09
1741.22	5.783e-09
1743.22	5.8039e-09
1745.23	5.729e-09
1747.27	5.7619e-09
1749.28	5.7751e-09
1751.28	5.7135e-09
1753.31	5.7092e-09
1755.33	5.7961e-09
1757.33	5.7414e-09
1759.33	5.6995e-09
1761.36	5.6862e-09
1763.36	5.6661e-09
1765.38	5.6647e-09
1767.39	5.6715e-09
1769.41	5.6895e-09
1771.39	5.6655e-09
1773.39	5.6307e-09
1775.41	5.617e-09
1777.41	5.6781e-09
1779.41	5.5825e-09
1781.41	5.6298e-09
1783.41	5.6074e-09
1785.41	5.5711e-09
1787.41	5.5007e-09
1789.38	5.5081e-09
1791.41	5.498e-09
1793.41	5.4985e-09
1795.41	5.456e-09
1797.41	5.5043e-09
1799.41	5.4439e-09
1801.44	5.5206e-09
1803.44	5.5094e-09
1805.47	5.4398e-09
1807.47	5.4189e-09
1809.48	5.4168e-09
1811.48	5.3975e-09
1813.48	5.4048e-09
1815.5	5.4174e-09
1817.52	5.4151e-09
1819.52	5.4074e-09
1821.52	5.383e-09
1823.53	5.3518e-09
1825.55	5.4035e-09
1827.55	5.3031e-09
1829.55	5.3606e-09
1831.59	5.3526e-09
1833.59	5.3445e-09
1835.59	5.269e-09
1837.62	5.2545e-09
1839.64	5.2978e-09
1841.67	5.2753e-09
1843.67	5.2334e-09
1845.67	5.2573e-09
1847.67	5.2618e-09
1849.7	5.2567e-09
1851.73	5.2024e-09
1853.77	5.1879e-09
1855.78	5.1643e-09
1857.77	5.1842e-09
1859.78	5.1731e-09
1861.78	5.1303e-09
1863.78	5.1503e-09
1865.78	5.1259e-09
1867.78	5.1684e-09
1869.78	5.0899e-09
1871.78	5.1208e-09
1873.78	5.105e-09
1875.78	5.0884e-09
1877.78	5.0535e-09
1879.78	5.0798e-09
1881.78	5.0973e-09
1883.78	5.071e-09
1885.78	5.1071e-09
1887.78	5.0598e-09
1889.81	5.025e-09
1891.81	5.0014e-09
1893.78	5.0033e-09
1895.81	4.9807e-09
1897.84	5.0109e-09
1899.86	4.9506e-09
1901.86	4.9393e-09
1903.89	4.9471e-09
1905.89	4.9136e-09
1907.88	4.9469e-09
1909.89	4.9116e-09
1911.92	4.8961e-09
1913.92	4.8867e-09
1915.92	4.8877e-09
1917.95	4.9244e-09
1919.97	4.9438e-09
1921.97	4.892e-09
1923.97	4.8383e-09
1925.97	4.9048e-09
1927.98	4.8967e-09
1930	4.7941e-09
1932.02	4.8047e-09
1934.03	4.8077e-09
1936.05	4.7403e-09
1938.05	4.7592e-09
1940.06	4.75e-09
1942.08	4.7849e-09
1944.08	4.8041e-09
1946.08	4.7899e-09
1948.11	4.776e-09
1950.11	4.8358e-09
1952.11	4.7826e-09
1954.12	4.7464e-09
1956.14	4.6896e-09
1958.16	4.6966e-09
1960.16	4.7245e-09
1962.12	4.6539e-09
1964.16	4.6735e-09
1966.16	4.6922e-09
1968.17	4.6654e-09
1970.19	4.698e-09
1972.19	4.6716e-09
1974.23	4.6084e-09
1976.25	4.6169e-09
1978.27	4.6396e-09
1980.25	4.6502e-09
1982.27	4.5581e-09
1984.27	4.5718e-09
1986.27	4.5648e-09
1988.27	4.5721e-09
1990.3	4.5929e-09
1992.3	4.5687e-09
1994.31	4.5414e-09
1996.33	4.5558e-09
1998.34	4.5267e-09
2000.34	4.4668e-09
2002.36	4.4905e-09
2004.38	4.5817e-09
2006.38	4.4777e-09
2008.36	4.5303e-09
2010.39	4.5086e-09
2012.41	4.4732e-09
2014.41	4.4876e-09
2016.42	4.4417e-09
2018.42	4.4397e-09
2020.42	4.4147e-09
2022.42	4.4341e-09
2024.42	4.4012e-09
2026.44	4.3761e-09
2028.47	4.3918e-09
2030.48	4.366e-09
2032.48	4.3609e-09
2034.5	4.3387e-09
2036.52	4.3313e-09
2038.53	4.3961e-09
2040.53	4.3219e-09
2042.56	4.2877e-09
2044.56	4.3112e-09
2046.55	4.3115e-09
2048.56	4.3007e-09
2050.59	4.3141e-09
2052.59	4.2941e-09
2054.61	4.2299e-09
2056.64	4.268e-09
2058.64	4.2659e-09
2060.64	4.2634e-09
2062.67	4.2516e-09
2064.67	4.2462e-09
2066.67	4.213e-09
2068.67	4.2105e-09
2070.67	4.2542e-09
2072.7	4.2426e-09
2074.7	4.1604e-09
2076.72	4.1803e-09
2078.72	4.1599e-09
2080.72	4.1623e-09
2082.77	4.132e-09
2084.8	4.1523e-09
2086.81	4.1343e-09
2088.81	4.1479e-09
2090.83	4.0882e-09
2092.83	4.1439e-09
2094.83	4.1075e-09
2096.83	4.1103e-09
2098.83	4.0673e-09
2100.83	4.0664e-09
2102.83	4.0609e-09
2104.83	4.0676e-09
2106.83	4.0565e-09
2108.84	4.0572e-09
2110.86	4.0076e-09
2112.89	4.055e-09
2114.91	4.0009e-09
2116.94	4.0495e-09
2118.94	4.0138e-09
2120.94	4.0439e-09
2122.95	3.9948e-09
2124.97	4.001e-09
2126.97	4.0321e-09
2128.99	3.9994e-09
2131.02	3.9996e-09
2133.02	3.9615e-09
2135.02	3.9514e-09
2136.99	3.9581e-09
2139.03	3.9378e-09
2141.05	3.9386e-09
2143.05	3.8818e-09
2145.06	3.9495e-09
2147.08	3.9039e-09
2149.09	3.8721e-09
2151.09	3.8741e-09
2153.09	3.8869e-09
2155.12	3.9422e-09
2157.16	3.9089e-09
2159.16	3.855e-09
2161.16	3.8365e-09
2163.19	3.8396e-09
2165.19	3.8405e-09
2167.19	3.8613e-09
2169.2	3.8283e-09
2171.2	3.8074e-09
2173.2	3.7904e-09
2175.19	3.8097e-09
2177.2	3.8028e-09
2179.2	3.8244e-09
2181.2	3.7726e-09
2183.2	3.7757e-09
2185.24	3.8003e-09
2187.22	3.7337e-09
2189.24	3.7223e-09
2191.24	3.7227e-09
2193.24	3.7412e-09
2195.25	3.7454e-09
2197.28	3.737e-09
2199.28	3.7342e-09
2201.3	3.7515e-09
2203.3	3.6971e-09
2205.31	3.7125e-09
2207.31	3.6891e-09
2209.3	3.6643e-09
2211.31	3.7021e-09
2213.33	3.6402e-09
2215.34	3.6544e-09
2217.34	3.6416e-09
2219.38	3.6514e-09
2221.39	3.6332e-09
2223.36	3.6703e-09
2225.39	3.6135e-09
2227.39	3.6326e-09
2229.39	3.647e-09
2231.39	3.605e-09
2233.39	3.592e-09
2235.38	3.6068e-09
2237.39	3.5956e-09
2239.39	3.5854e-09
2241.39	3.5938e-09
2243.39	3.5414e-09
2245.39	3.5717e-09
2247.39	3.549e-09
2249.39	3.5175e-09
2251.39	3.5192e-09
2253.41	3.519e-09
2255.42	3.494e-09
2257.42	3.5068e-09
2259.42	3.5605e-09
